,comp1,comp2,w
4000,2003.comp.530,2003.comp.530,17
4001,2003.comp.530,2003.comp.600346,2
4002,2003.comp.600346,2003.comp.530,2
4003,2003.comp.600346,2003.comp.600346,15
4004,2004.comp.530,2004.comp.530,16
4005,2004.comp.530,2004.comp.600346,2
4006,2004.comp.600346,2004.comp.530,2
4007,2004.comp.600346,2004.comp.600346,16
4008,2016.comp.532,2016.comp.513,1
4009,2016.comp.532,2016.comp.532,20
4010,2016.comp.532,2016.comp.600325,1
4011,2016.comp.532,2016.comp.200986,1
4012,2016.comp.532,2016.comp.600980,1
4013,2016.comp.600325,2016.comp.532,1
4014,2016.comp.600325,2016.comp.600325,20
4015,2016.comp.600325,2016.comp.151,1
4016,2016.comp.600325,2016.comp.531,2
4017,2016.comp.600325,2016.comp.600048,1
4018,2016.comp.600325,2016.comp.601717,1
4019,2016.comp.600325,2016.comp.600637,1
4020,2016.comp.600325,2016.comp.601918,1
4021,2017.comp.532,2017.comp.333,1
4022,2017.comp.532,2017.comp.513,1
4023,2017.comp.532,2017.comp.532,29
4024,2017.comp.532,2017.comp.600325,2
4025,2017.comp.532,2017.comp.651,1
4026,2017.comp.532,2017.comp.2782,1
4027,2017.comp.532,2017.comp.200986,1
4028,2017.comp.532,2017.comp.2123,1
4029,2017.comp.532,2017.comp.600862,1
4030,2017.comp.532,2017.comp.600980,1
4031,2017.comp.600325,2017.comp.532,2
4032,2017.comp.600325,2017.comp.600325,20
4033,2017.comp.600325,2017.comp.600637,1
4034,2017.comp.600325,2017.comp.601918,1
4035,2009.comp.533,2009.comp.533,19
4036,2003.comp.534,2003.comp.534,17
4037,2003.comp.600011,2003.comp.600011,28
4038,2004.comp.534,2004.comp.534,17
4039,2004.comp.600011,2004.comp.600011,30
4040,2004.comp.600011,2004.comp.559,1
4041,2005.comp.534,2005.comp.534,17
4042,2005.comp.600011,2005.comp.600011,25
4043,2005.comp.600011,2005.comp.625,1
4044,2005.comp.600011,2005.comp.600750,1
4045,2006.comp.534,2006.comp.42,1
4046,2006.comp.534,2006.comp.534,18
4047,2006.comp.600011,2006.comp.600011,26
4048,2006.comp.600011,2006.comp.625,1
4049,2006.comp.600011,2006.comp.600795,1
4050,2006.comp.600011,2006.comp.600750,1
4051,2014.comp.534,2014.comp.534,16
4052,2008.comp.536,2008.comp.536,16
4053,2008.comp.536,2008.comp.600203,1
4054,2008.comp.600203,2008.comp.536,1
4055,2008.comp.600203,2008.comp.600203,21
4056,2008.comp.600203,2008.comp.600153,1
4057,2009.comp.536,2009.comp.536,29
4058,2009.comp.536,2009.comp.600203,4
4059,2009.comp.536,2009.comp.600870,2
4060,2009.comp.600203,2009.comp.536,4
4061,2009.comp.600203,2009.comp.600203,24
4062,2009.comp.600203,2009.comp.600153,1
4063,2010.comp.536,2010.comp.536,15
4064,2010.comp.536,2010.comp.600870,3
4065,2010.comp.536,2010.comp.600203,2
4066,2010.comp.536,2010.comp.2396,1
4067,2010.comp.600870,2010.comp.536,3
4068,2010.comp.600870,2010.comp.600870,19
4069,2010.comp.600870,2010.comp.600153,2
4070,2011.comp.536,2011.comp.536,17
4071,2011.comp.536,2011.comp.600870,3
4072,2011.comp.600870,2011.comp.536,3
4073,2011.comp.600870,2011.comp.600870,21
4074,2011.comp.600870,2011.comp.2056,1
4075,2011.comp.600870,2011.comp.600153,2
4076,2012.comp.536,2012.comp.536,16
4077,2012.comp.536,2012.comp.600870,2
4078,2012.comp.536,2012.comp.2396,1
4079,2012.comp.600870,2012.comp.536,2
4080,2012.comp.600870,2012.comp.600870,21
4081,2012.comp.600870,2012.comp.725,1
4082,2012.comp.600870,2012.comp.600153,2
4083,2013.comp.536,2013.comp.536,16
4084,2013.comp.536,2013.comp.600870,2
4085,2013.comp.536,2013.comp.2396,1
4086,2013.comp.600870,2013.comp.536,2
4087,2013.comp.600870,2013.comp.600870,27
4088,2013.comp.600870,2013.comp.725,1
4089,2013.comp.600870,2013.comp.600153,2
4090,2014.comp.536,2014.comp.536,21
4091,2014.comp.536,2014.comp.2396,1
4092,2014.comp.536,2014.comp.600483,1
4093,2019.comp.537,2019.comp.537,15
4094,2019.comp.537,2019.comp.2080,1
4095,2019.comp.537,2019.comp.2289,1
4096,2019.comp.2063,2019.comp.2063,30
4097,2019.comp.2063,2019.comp.2449,1
4098,2019.comp.2063,2019.comp.2137,1
4099,2019.comp.2063,2019.comp.601858,1
4100,2019.comp.2063,2019.comp.600061,1
4101,2004.comp.539,2004.comp.58,1
4102,2004.comp.539,2004.comp.539,26
4103,2004.comp.539,2004.comp.600004,1
4104,2005.comp.539,2005.comp.539,25
4105,2015.comp.539,2015.comp.539,28
4106,2015.comp.539,2015.comp.600755,1
4107,2015.comp.539,2015.comp.600098,1
4108,2018.comp.539,2018.comp.539,27
4109,2018.comp.539,2018.comp.2431,1
4110,2018.comp.539,2018.comp.600259,2
4111,2018.comp.539,2018.comp.600098,2
4112,2015.comp.541,2015.comp.541,31
4113,2015.comp.541,2015.comp.2449,3
4114,2015.comp.541,2015.comp.2544,1
4115,2015.comp.541,2015.comp.601866,1
4116,2015.comp.541,2015.comp.600604,1
4117,2015.comp.2449,2015.comp.541,3
4118,2015.comp.2449,2015.comp.2449,24
4119,2015.comp.2449,2015.comp.300095,1
4120,2015.comp.636,2015.comp.967,1
4121,2015.comp.636,2015.comp.636,19
4122,2015.comp.636,2015.comp.600433,1
4123,2016.comp.541,2016.comp.541,25
4124,2016.comp.541,2016.comp.2449,6
4125,2016.comp.541,2016.comp.2107,1
4126,2016.comp.541,2016.comp.2544,1
4127,2016.comp.541,2016.comp.601866,1
4128,2016.comp.541,2016.comp.600604,1
4129,2016.comp.541,2016.comp.600663,1
4130,2016.comp.2449,2016.comp.541,6
4131,2016.comp.2449,2016.comp.2449,27
4132,2016.comp.2449,2016.comp.2137,1
4133,2016.comp.2449,2016.comp.300095,1
4134,2016.comp.636,2016.comp.967,1
4135,2016.comp.636,2016.comp.636,24
4136,2016.comp.636,2016.comp.600433,1
4137,2017.comp.541,2017.comp.541,22
4138,2017.comp.541,2017.comp.2449,4
4139,2017.comp.541,2017.comp.2544,1
4140,2017.comp.541,2017.comp.300499,1
4141,2017.comp.541,2017.comp.600604,1
4142,2017.comp.2449,2017.comp.541,4
4143,2017.comp.2449,2017.comp.2449,20
4144,2017.comp.2449,2017.comp.2063,1
4145,2017.comp.2449,2017.comp.2137,1
4146,2017.comp.2449,2017.comp.300095,1
4147,2017.comp.636,2017.comp.636,20
4148,2017.comp.636,2017.comp.967,1
4149,2018.comp.541,2018.comp.60,1
4150,2018.comp.541,2018.comp.541,23
4151,2018.comp.541,2018.comp.2449,5
4152,2018.comp.541,2018.comp.636,1
4153,2018.comp.541,2018.comp.2544,1
4154,2018.comp.541,2018.comp.300499,1
4155,2018.comp.541,2018.comp.600604,1
4156,2018.comp.2449,2018.comp.2063,1
4157,2018.comp.2449,2018.comp.60,1
4158,2018.comp.2449,2018.comp.541,5
4159,2018.comp.2449,2018.comp.2449,21
4160,2018.comp.2449,2018.comp.636,1
4161,2018.comp.2449,2018.comp.2137,1
4162,2018.comp.2449,2018.comp.300095,1
4163,2018.comp.636,2018.comp.60,2
4164,2018.comp.636,2018.comp.541,1
4165,2018.comp.636,2018.comp.2449,1
4166,2018.comp.636,2018.comp.636,23
4167,2018.comp.636,2018.comp.2338,1
4168,2018.comp.636,2018.comp.967,1
4169,2018.comp.636,2018.comp.600259,2
4170,2019.comp.541,2019.comp.60,1
4171,2019.comp.541,2019.comp.541,23
4172,2019.comp.541,2019.comp.2449,4
4173,2019.comp.541,2019.comp.636,1
4174,2019.comp.541,2019.comp.2584,1
4175,2019.comp.541,2019.comp.300499,1
4176,2019.comp.541,2019.comp.603648,1
4177,2019.comp.541,2019.comp.600663,1
4178,2019.comp.2449,2019.comp.60,1
4179,2019.comp.2449,2019.comp.2063,1
4180,2019.comp.2449,2019.comp.541,4
4181,2019.comp.2449,2019.comp.2449,21
4182,2019.comp.2449,2019.comp.636,1
4183,2019.comp.2449,2019.comp.2137,1
4184,2019.comp.2449,2019.comp.300095,1
4185,2019.comp.636,2019.comp.60,1
4186,2019.comp.636,2019.comp.541,1
4187,2019.comp.636,2019.comp.2449,1
4188,2019.comp.636,2019.comp.636,21
4189,2019.comp.636,2019.comp.967,1
4190,2019.comp.636,2019.comp.300506,1
4191,2019.comp.636,2019.comp.600259,4
4192,2020.comp.541,2020.comp.60,2
4193,2020.comp.541,2020.comp.541,26
4194,2020.comp.541,2020.comp.2449,4
4195,2020.comp.541,2020.comp.636,3
4196,2020.comp.541,2020.comp.603303,1
4197,2020.comp.541,2020.comp.603648,1
4198,2020.comp.2449,2020.comp.60,2
4199,2020.comp.2449,2020.comp.541,4
4200,2020.comp.2449,2020.comp.2449,28
4201,2020.comp.2449,2020.comp.636,4
4202,2020.comp.2449,2020.comp.2063,1
4203,2020.comp.2449,2020.comp.2137,1
4204,2020.comp.2449,2020.comp.300095,1
4205,2020.comp.636,2020.comp.60,4
4206,2020.comp.636,2020.comp.2672,1
4207,2020.comp.636,2020.comp.541,3
4208,2020.comp.636,2020.comp.2449,4
4209,2020.comp.636,2020.comp.636,27
4210,2020.comp.636,2020.comp.600143,1
4211,2020.comp.636,2020.comp.600259,1
4212,2020.comp.636,2020.comp.600866,1
4213,2016.comp.550,2016.comp.927,1
4214,2016.comp.550,2016.comp.550,31
4215,2016.comp.550,2016.comp.625,1
4216,2016.comp.550,2016.comp.600316,1
4217,2016.comp.550,2016.comp.600132,1
4218,2020.comp.550,2020.comp.550,30
4219,2020.comp.550,2020.comp.2319,1
4220,2020.comp.550,2020.comp.600316,1
4221,2020.comp.550,2020.comp.601226,1
4222,2020.comp.550,2020.comp.600825,1
4223,2020.comp.625,2020.comp.625,37
4224,2020.comp.625,2020.comp.300388,1
4225,2020.comp.625,2020.comp.601512,1
4226,2008.comp.553,2008.comp.553,17
4227,2008.comp.953,2008.comp.953,18
4228,2009.comp.553,2009.comp.553,18
4229,2009.comp.953,2009.comp.953,19
4230,2011.comp.553,2011.comp.553,18
4231,2011.comp.553,2011.comp.600133,1
4232,2011.comp.953,2011.comp.953,14
4233,2012.comp.553,2012.comp.553,19
4234,2012.comp.953,2012.comp.953,15
4235,2003.comp.554,2003.comp.554,16
4236,2004.comp.554,2004.comp.554,16
4237,2005.comp.554,2005.comp.554,16
4238,2006.comp.554,2006.comp.554,17
4239,2007.comp.554,2007.comp.554,16
4240,2007.comp.600028,2007.comp.600028,25
4241,2008.comp.554,2008.comp.554,17
4242,2008.comp.554,2008.comp.600882,1
4243,2008.comp.600028,2008.comp.600028,25
4244,2009.comp.554,2009.comp.554,16
4245,2009.comp.600028,2009.comp.600028,30
4246,2009.comp.600028,2009.comp.600150,1
4247,2009.comp.600028,2009.comp.600688,1
4248,2014.comp.555,2014.comp.300077,1
4249,2014.comp.555,2014.comp.555,16
4250,2014.comp.555,2014.comp.300378,3
4251,2014.comp.555,2014.comp.600000,1
4252,2014.comp.300378,2014.comp.555,3
4253,2014.comp.300378,2014.comp.300378,27
4254,2014.comp.300378,2014.comp.2158,1
4255,2014.comp.300378,2014.comp.600017,1
4256,2014.comp.300378,2014.comp.600000,1
4257,2015.comp.555,2015.comp.555,23
4258,2015.comp.555,2015.comp.300378,2
4259,2015.comp.555,2015.comp.600029,1
4260,2015.comp.555,2015.comp.600000,1
4261,2015.comp.300378,2015.comp.46,1
4262,2015.comp.300378,2015.comp.600570,1
4263,2015.comp.300378,2015.comp.555,2
4264,2015.comp.300378,2015.comp.300378,21
4265,2018.comp.2202,2018.comp.555,1
4266,2018.comp.2202,2018.comp.2202,23
4267,2018.comp.2202,2018.comp.300748,1
4268,2018.comp.2202,2018.comp.600196,1
4269,2020.comp.300277,2020.comp.555,1
4270,2020.comp.300277,2020.comp.70,1
4271,2020.comp.300277,2020.comp.300277,17
4272,2019.comp.557,2019.comp.557,23
4273,2019.comp.557,2019.comp.600989,1
4274,2019.comp.557,2019.comp.600449,1
4275,2019.comp.600027,2019.comp.600027,25
4276,2019.comp.600027,2019.comp.600198,1
4277,2019.comp.600027,2019.comp.2039,1
4278,2019.comp.600027,2019.comp.600726,1
4279,2019.comp.600027,2019.comp.600855,1
4280,2019.comp.600989,2019.comp.557,1
4281,2019.comp.600989,2019.comp.600989,38
4282,2020.comp.557,2020.comp.557,21
4283,2020.comp.557,2020.comp.600449,1
4284,2020.comp.600989,2020.comp.600989,24
4285,2004.comp.559,2004.comp.600011,1
4286,2004.comp.559,2004.comp.559,18
4287,2013.comp.559,2013.comp.559,19
4288,2013.comp.559,2013.comp.2011,1
4289,2013.comp.559,2013.comp.2051,1
4290,2013.comp.631,2013.comp.631,13
4291,2013.comp.631,2013.comp.600776,1
4292,2013.comp.631,2013.comp.600371,3
4293,2014.comp.559,2014.comp.559,18
4294,2014.comp.559,2014.comp.631,1
4295,2014.comp.559,2014.comp.2011,1
4296,2014.comp.559,2014.comp.2051,1
4297,2014.comp.559,2014.comp.600371,1
4298,2014.comp.559,2014.comp.603000,1
4299,2015.comp.559,2015.comp.559,17
4300,2015.comp.559,2015.comp.848,1
4301,2015.comp.559,2015.comp.631,1
4302,2015.comp.559,2015.comp.2051,1
4303,2015.comp.848,2015.comp.559,1
4304,2015.comp.848,2015.comp.848,15
4305,2015.comp.848,2015.comp.631,3
4306,2015.comp.848,2015.comp.671,1
4307,2016.comp.559,2016.comp.559,23
4308,2016.comp.559,2016.comp.848,2
4309,2016.comp.559,2016.comp.631,1
4310,2016.comp.559,2016.comp.600177,1
4311,2016.comp.559,2016.comp.603618,1
4312,2016.comp.559,2016.comp.2051,1
4313,2016.comp.848,2016.comp.559,2
4314,2016.comp.848,2016.comp.848,22
4315,2016.comp.848,2016.comp.631,2
4316,2016.comp.848,2016.comp.958,1
4317,2017.comp.559,2017.comp.559,16
4318,2017.comp.559,2017.comp.848,2
4319,2017.comp.559,2017.comp.631,1
4320,2017.comp.559,2017.comp.603618,1
4321,2017.comp.559,2017.comp.601238,1
4322,2017.comp.848,2017.comp.559,2
4323,2017.comp.848,2017.comp.848,15
4324,2017.comp.848,2017.comp.631,1
4325,2018.comp.559,2018.comp.559,19
4326,2018.comp.559,2018.comp.848,2
4327,2018.comp.559,2018.comp.631,1
4328,2018.comp.559,2018.comp.600371,2
4329,2018.comp.848,2018.comp.559,2
4330,2018.comp.848,2018.comp.848,18
4331,2018.comp.848,2018.comp.631,2
4332,2018.comp.848,2018.comp.600371,3
4333,2019.comp.559,2019.comp.559,24
4334,2019.comp.559,2019.comp.848,1
4335,2019.comp.559,2019.comp.631,2
4336,2019.comp.559,2019.comp.600179,1
4337,2019.comp.559,2019.comp.2051,1
4338,2019.comp.559,2019.comp.600371,1
4339,2019.comp.559,2019.comp.600517,1
4340,2019.comp.848,2019.comp.559,1
4341,2019.comp.848,2019.comp.848,15
4342,2019.comp.848,2019.comp.631,1
4343,2019.comp.848,2019.comp.600371,2
4344,2020.comp.559,2020.comp.559,25
4345,2020.comp.559,2020.comp.848,1
4346,2020.comp.559,2020.comp.631,2
4347,2020.comp.559,2020.comp.2051,1
4348,2020.comp.559,2020.comp.600371,4
4349,2020.comp.559,2020.comp.600236,1
4350,2020.comp.848,2020.comp.559,1
4351,2020.comp.848,2020.comp.848,21
4352,2020.comp.848,2020.comp.631,1
4353,2020.comp.848,2020.comp.600371,5
4354,2007.comp.564,2007.comp.564,19
4355,2007.comp.564,2007.comp.796,2
4356,2007.comp.796,2007.comp.564,2
4357,2007.comp.796,2007.comp.796,16
4358,2007.comp.600221,2007.comp.600221,14
4359,2007.comp.600221,2007.comp.200152,1
4360,2008.comp.564,2008.comp.564,14
4361,2008.comp.564,2008.comp.796,2
4362,2008.comp.564,2008.comp.721,1
4363,2008.comp.600221,2008.comp.600221,15
4364,2008.comp.600221,2008.comp.613,1
4365,2008.comp.600221,2008.comp.882,1
4366,2008.comp.600221,2008.comp.600361,1
4367,2008.comp.600221,2008.comp.200152,1
4368,2008.comp.796,2008.comp.564,2
4369,2008.comp.796,2008.comp.796,14
4370,2008.comp.796,2008.comp.721,1
4371,2009.comp.600221,2009.comp.600221,16
4372,2009.comp.600221,2009.comp.613,1
4373,2009.comp.600221,2009.comp.735,1
4374,2010.comp.564,2010.comp.564,16
4375,2010.comp.564,2010.comp.796,2
4376,2010.comp.564,2010.comp.721,1
4377,2010.comp.796,2010.comp.564,2
4378,2010.comp.796,2010.comp.796,19
4379,2010.comp.600221,2010.comp.600221,16
4380,2010.comp.600221,2010.comp.613,1
4381,2010.comp.600221,2010.comp.735,1
4382,2011.comp.564,2011.comp.564,17
4383,2013.comp.564,2013.comp.600751,1
4384,2013.comp.564,2013.comp.564,19
4385,2013.comp.564,2013.comp.796,1
4386,2013.comp.564,2013.comp.721,1
4387,2013.comp.564,2013.comp.613,1
4388,2013.comp.564,2013.comp.735,1
4389,2013.comp.564,2013.comp.768,1
4390,2013.comp.796,2013.comp.564,1
4391,2013.comp.796,2013.comp.796,19
4392,2015.comp.564,2015.comp.564,16
4393,2015.comp.564,2015.comp.735,1
4394,2015.comp.564,2015.comp.300114,1
4395,2015.comp.564,2015.comp.616,1
4396,2015.comp.564,2015.comp.600515,1
4397,2015.comp.796,2015.comp.600221,2
4398,2015.comp.796,2015.comp.796,27
4399,2016.comp.564,2016.comp.564,23
4400,2016.comp.564,2016.comp.735,1
4401,2016.comp.564,2016.comp.300114,1
4402,2016.comp.564,2016.comp.600515,1
4403,2016.comp.616,2016.comp.616,13
4404,2016.comp.616,2016.comp.600515,1
4405,2017.comp.564,2017.comp.564,28
4406,2017.comp.564,2017.comp.600515,1
4407,2017.comp.564,2017.comp.721,1
4408,2017.comp.564,2017.comp.300114,2
4409,2017.comp.564,2017.comp.768,1
4410,2017.comp.600515,2017.comp.600751,1
4411,2017.comp.600515,2017.comp.564,1
4412,2017.comp.600515,2017.comp.600515,27
4413,2018.comp.564,2018.comp.564,25
4414,2018.comp.564,2018.comp.721,1
4415,2018.comp.564,2018.comp.300114,2
4416,2018.comp.564,2018.comp.600387,1
4417,2018.comp.600515,2018.comp.600515,28
4418,2018.comp.600515,2018.comp.600387,1
4419,2019.comp.564,2019.comp.600751,1
4420,2019.comp.564,2019.comp.564,17
4421,2019.comp.564,2019.comp.610,1
4422,2019.comp.564,2019.comp.721,1
4423,2019.comp.564,2019.comp.300114,1
4424,2019.comp.564,2019.comp.601012,1
4425,2019.comp.600515,2019.comp.600515,23
4426,2020.comp.564,2020.comp.564,18
4427,2020.comp.564,2020.comp.610,1
4428,2020.comp.564,2020.comp.601012,1
4429,2020.comp.564,2020.comp.300114,1
4430,2020.comp.564,2020.comp.768,1
4431,2020.comp.564,2020.comp.600984,1
4432,2020.comp.600515,2020.comp.600515,20
4433,2009.comp.565,2009.comp.565,19
4434,2009.comp.565,2009.comp.950,2
4435,2009.comp.950,2009.comp.565,2
4436,2009.comp.950,2009.comp.950,23
4437,2009.comp.950,2009.comp.600523,1
4438,2010.comp.565,2010.comp.565,18
4439,2010.comp.565,2010.comp.950,1
4440,2010.comp.565,2010.comp.600877,1
4441,2010.comp.950,2010.comp.565,1
4442,2010.comp.950,2010.comp.950,22
4443,2010.comp.950,2010.comp.600877,1
4444,2010.comp.950,2010.comp.600523,1
4445,2012.comp.565,2012.comp.565,18
4446,2012.comp.565,2012.comp.950,2
4447,2012.comp.565,2012.comp.600877,1
4448,2012.comp.950,2012.comp.565,2
4449,2012.comp.950,2012.comp.950,24
4450,2014.comp.565,2014.comp.565,18
4451,2014.comp.565,2014.comp.950,1
4452,2014.comp.565,2014.comp.200054,1
4453,2014.comp.565,2014.comp.600877,1
4454,2014.comp.950,2014.comp.565,1
4455,2014.comp.950,2014.comp.950,27
4456,2015.comp.565,2015.comp.565,18
4457,2015.comp.565,2015.comp.950,1
4458,2015.comp.565,2015.comp.200054,1
4459,2015.comp.565,2015.comp.600877,1
4460,2015.comp.950,2015.comp.565,1
4461,2015.comp.950,2015.comp.950,22
4462,2016.comp.565,2016.comp.565,19
4463,2016.comp.565,2016.comp.950,1
4464,2016.comp.565,2016.comp.200054,1
4465,2016.comp.565,2016.comp.600452,1
4466,2016.comp.950,2016.comp.565,1
4467,2016.comp.950,2016.comp.950,22
4468,2019.comp.565,2019.comp.565,21
4469,2019.comp.565,2019.comp.603976,1
4470,2019.comp.565,2019.comp.200054,1
4471,2019.comp.565,2019.comp.600292,1
4472,2019.comp.565,2019.comp.603100,1
4473,2019.comp.600256,2019.comp.600256,26
4474,2019.comp.600256,2019.comp.600089,1
4475,2019.comp.600256,2019.comp.600581,2
4476,2009.comp.566,2009.comp.566,17
4477,2009.comp.566,2009.comp.600847,2
4478,2009.comp.600847,2009.comp.566,2
4479,2009.comp.600847,2009.comp.600847,16
4480,2009.comp.600847,2009.comp.600378,1
4481,2010.comp.566,2010.comp.566,20
4482,2013.comp.566,2013.comp.566,23
4483,2013.comp.566,2013.comp.600847,2
4484,2013.comp.566,2013.comp.748,1
4485,2013.comp.600847,2013.comp.566,2
4486,2013.comp.600847,2013.comp.600847,18
4487,2020.comp.566,2020.comp.566,35
4488,2020.comp.566,2020.comp.778,1
4489,2020.comp.566,2020.comp.735,1
4490,2020.comp.566,2020.comp.2320,2
4491,2020.comp.566,2020.comp.601969,1
4492,2020.comp.778,2020.comp.566,1
4493,2020.comp.778,2020.comp.778,26
4494,2020.comp.778,2020.comp.300425,1
4495,2020.comp.778,2020.comp.600302,1
4496,2020.comp.778,2020.comp.601005,1
4497,2020.comp.778,2020.comp.601718,2
4498,2018.comp.567,2018.comp.567,19
4499,2018.comp.567,2018.comp.600157,4
4500,2018.comp.600157,2018.comp.567,4
4501,2018.comp.600157,2018.comp.600157,16
4502,2003.comp.569,2003.comp.569,22
4503,2003.comp.600674,2003.comp.600674,20
4504,2004.comp.569,2004.comp.600478,1
4505,2004.comp.569,2004.comp.569,21
4506,2004.comp.600674,2004.comp.600674,20
4507,2004.comp.629,2004.comp.629,19
4508,2005.comp.569,2005.comp.569,22
4509,2005.comp.629,2005.comp.629,18
4510,2007.comp.569,2007.comp.569,21
4511,2007.comp.629,2007.comp.629,20
4512,2008.comp.569,2008.comp.569,21
4513,2008.comp.629,2008.comp.629,21
4514,2003.comp.578,2003.comp.578,15
4515,2008.comp.578,2008.comp.578,26
4516,2008.comp.578,2008.comp.792,2
4517,2008.comp.578,2008.comp.600500,1
4518,2008.comp.792,2008.comp.578,2
4519,2008.comp.792,2008.comp.792,25
4520,2009.comp.578,2009.comp.578,31
4521,2009.comp.578,2009.comp.792,3
4522,2009.comp.578,2009.comp.600500,1
4523,2009.comp.792,2009.comp.578,3
4524,2009.comp.792,2009.comp.792,25
4525,2010.comp.578,2010.comp.578,31
4526,2010.comp.578,2010.comp.792,3
4527,2010.comp.578,2010.comp.600500,1
4528,2010.comp.792,2010.comp.578,3
4529,2010.comp.792,2010.comp.792,25
4530,2019.comp.581,2019.comp.581,17
4531,2019.comp.581,2019.comp.600667,1
4532,2019.comp.581,2019.comp.600841,1
4533,2019.comp.581,2019.comp.300664,1
4534,2019.comp.600667,2019.comp.581,1
4535,2019.comp.600667,2019.comp.600667,26
4536,2019.comp.600667,2019.comp.600475,1
4537,2019.comp.600667,2019.comp.2185,1
4538,2019.comp.600667,2019.comp.2371,1
4539,2014.comp.582,2014.comp.582,24
4540,2014.comp.600395,2014.comp.600395,25
4541,2014.comp.600395,2014.comp.733,1
4542,2014.comp.600395,2014.comp.2128,1
4543,2005.comp.584,2005.comp.584,17
4544,2005.comp.584,2005.comp.600481,5
4545,2005.comp.584,2005.comp.919,1
4546,2005.comp.600481,2005.comp.584,5
4547,2005.comp.600481,2005.comp.600481,19
4548,2005.comp.600481,2005.comp.919,1
4549,2006.comp.584,2006.comp.584,17
4550,2006.comp.584,2006.comp.600481,5
4551,2006.comp.584,2006.comp.919,1
4552,2006.comp.600481,2006.comp.584,5
4553,2006.comp.600481,2006.comp.600481,19
4554,2006.comp.600481,2006.comp.919,1
4555,2007.comp.584,2007.comp.584,17
4556,2007.comp.584,2007.comp.600481,3
4557,2007.comp.584,2007.comp.919,1
4558,2007.comp.600481,2007.comp.584,3
4559,2007.comp.600481,2007.comp.600481,20
4560,2007.comp.600481,2007.comp.2011,1
