0,1,2
2009.comp.26,same.manager,2009.comp.50
2009.comp.26,same.manager,2009.comp.43
2009.comp.26,same.manager,2009.comp.26
2010.comp.26,same.manager,2010.comp.2419
2010.comp.26,same.manager,2010.comp.43
2010.comp.26,same.manager,2010.comp.50
2010.comp.26,same.manager,2010.comp.26
2011.comp.26,same.manager,2011.comp.2419
2011.comp.26,same.manager,2011.comp.50
2011.comp.26,same.manager,2011.comp.43
2011.comp.26,same.manager,2011.comp.26
2012.comp.26,same.manager,2012.comp.43
2012.comp.26,same.manager,2012.comp.50
2012.comp.26,same.manager,2012.comp.2419
2012.comp.26,same.manager,2012.comp.26
2013.comp.26,same.manager,2013.comp.2419
2013.comp.26,same.manager,2013.comp.50
2013.comp.26,same.manager,2013.comp.43
2013.comp.26,same.manager,2013.comp.26
2014.comp.26,same.manager,2014.comp.2419
2014.comp.26,same.manager,2014.comp.43
2014.comp.26,same.manager,2014.comp.50
2014.comp.26,same.manager,2014.comp.26
2015.comp.26,same.manager,2015.comp.2419
2015.comp.26,same.manager,2015.comp.2163
2015.comp.26,same.manager,2015.comp.50
2015.comp.26,same.manager,2015.comp.43
2015.comp.26,same.manager,2015.comp.26
2016.comp.26,same.manager,2016.comp.2419
2016.comp.26,same.manager,2016.comp.50
2016.comp.26,same.manager,2016.comp.43
2016.comp.26,same.manager,2016.comp.26
2017.comp.26,same.manager,2017.comp.2916
2017.comp.26,same.manager,2017.comp.2419
2017.comp.26,same.manager,2017.comp.50
2017.comp.26,same.manager,2017.comp.43
2017.comp.26,same.manager,2017.comp.26
2018.comp.26,same.manager,2018.comp.2916
2018.comp.26,same.manager,2018.comp.2419
2018.comp.26,same.manager,2018.comp.50
2018.comp.26,same.manager,2018.comp.43
2018.comp.26,same.manager,2018.comp.300413
2018.comp.26,same.manager,2018.comp.26
2019.comp.26,same.manager,2019.comp.300413
2019.comp.26,same.manager,2019.comp.600466
2019.comp.26,same.manager,2019.comp.2916
2019.comp.26,same.manager,2019.comp.2419
2019.comp.26,same.manager,2019.comp.1914
2019.comp.26,same.manager,2019.comp.50
2019.comp.26,same.manager,2019.comp.26
2020.comp.26,same.manager,2020.comp.600466
2020.comp.26,same.manager,2020.comp.300413
2020.comp.26,same.manager,2020.comp.2419
2020.comp.26,same.manager,2020.comp.50
2020.comp.26,same.manager,2020.comp.2916
2020.comp.26,same.manager,2020.comp.26
2008.comp.27,same.manager,2008.comp.37
2008.comp.27,same.manager,2008.comp.27
2009.comp.27,same.manager,2009.comp.600011
2009.comp.27,same.manager,2009.comp.37
2009.comp.27,same.manager,2009.comp.27
2010.comp.27,same.manager,2010.comp.37
2010.comp.27,same.manager,2010.comp.27
2011.comp.27,same.manager,2011.comp.88
2011.comp.27,same.manager,2011.comp.37
2011.comp.27,same.manager,2011.comp.27
2012.comp.27,same.manager,2012.comp.900949
2012.comp.27,same.manager,2012.comp.600011
2012.comp.27,same.manager,2012.comp.27
2013.comp.27,same.manager,2013.comp.600011
2013.comp.27,same.manager,2013.comp.37
2013.comp.27,same.manager,2013.comp.2429
2013.comp.27,same.manager,2013.comp.27
2016.comp.27,same.manager,2016.comp.601318
2016.comp.27,same.manager,2016.comp.600011
2016.comp.27,same.manager,2016.comp.601211
2016.comp.27,same.manager,2016.comp.27
2019.comp.27,same.manager,2019.comp.600011
2019.comp.27,same.manager,2019.comp.27
2004.comp.28,same.manager,2004.comp.600511
2004.comp.28,same.manager,2004.comp.28
2005.comp.28,same.manager,2005.comp.600511
2005.comp.28,same.manager,2005.comp.28
2006.comp.28,same.manager,2006.comp.600511
2006.comp.28,same.manager,2006.comp.28
2007.comp.28,same.manager,2007.comp.990
2007.comp.28,same.manager,2007.comp.600511
2007.comp.28,same.manager,2007.comp.28
2008.comp.28,same.manager,2008.comp.600511
2008.comp.28,same.manager,2008.comp.990
2008.comp.28,same.manager,2008.comp.28
2009.comp.28,same.manager,2009.comp.990
2009.comp.28,same.manager,2009.comp.600511
2009.comp.28,same.manager,2009.comp.28
2010.comp.28,same.manager,2010.comp.600511
2010.comp.28,same.manager,2010.comp.28
2011.comp.28,same.manager,2011.comp.600511
2011.comp.28,same.manager,2011.comp.28
2012.comp.28,same.manager,2012.comp.600963
2012.comp.28,same.manager,2012.comp.600511
2012.comp.28,same.manager,2012.comp.28
2013.comp.28,same.manager,2013.comp.600511
2013.comp.28,same.manager,2013.comp.600196
2013.comp.28,same.manager,2013.comp.600963
2013.comp.28,same.manager,2013.comp.28
2014.comp.28,same.manager,2014.comp.600963
2014.comp.28,same.manager,2014.comp.600196
2014.comp.28,same.manager,2014.comp.600511
2014.comp.28,same.manager,2014.comp.28
2015.comp.28,same.manager,2015.comp.600963
2015.comp.28,same.manager,2015.comp.600196
2015.comp.28,same.manager,2015.comp.600511
2015.comp.28,same.manager,2015.comp.28
2016.comp.28,same.manager,2016.comp.600196
2016.comp.28,same.manager,2016.comp.600963
2016.comp.28,same.manager,2016.comp.600511
2016.comp.28,same.manager,2016.comp.600420
2016.comp.28,same.manager,2016.comp.28
2017.comp.28,same.manager,2017.comp.600963
2017.comp.28,same.manager,2017.comp.600420
2017.comp.28,same.manager,2017.comp.600511
2017.comp.28,same.manager,2017.comp.28
2018.comp.28,same.manager,2018.comp.2927
2018.comp.28,same.manager,2018.comp.600963
2018.comp.28,same.manager,2018.comp.600196
2018.comp.28,same.manager,2018.comp.600420
2018.comp.28,same.manager,2018.comp.600511
2018.comp.28,same.manager,2018.comp.28
2019.comp.28,same.manager,2019.comp.600420
2019.comp.28,same.manager,2019.comp.600511
2019.comp.28,same.manager,2019.comp.600196
2019.comp.28,same.manager,2019.comp.28
2020.comp.28,same.manager,2020.comp.600420
2020.comp.28,same.manager,2020.comp.600196
2020.comp.28,same.manager,2020.comp.300452
2020.comp.28,same.manager,2020.comp.600511
2020.comp.28,same.manager,2020.comp.28
2010.comp.29,same.manager,2010.comp.29
2003.comp.30,same.manager,2003.comp.30
2004.comp.30,same.manager,2004.comp.30
2005.comp.30,same.manager,2005.comp.30
2007.comp.30,same.manager,2007.comp.30
2011.comp.30,same.manager,2011.comp.600378
2011.comp.30,same.manager,2011.comp.30
2013.comp.30,same.manager,2013.comp.2232
2013.comp.30,same.manager,2013.comp.800
2013.comp.30,same.manager,2013.comp.600742
2013.comp.30,same.manager,2013.comp.927
2013.comp.30,same.manager,2013.comp.30
2014.comp.30,same.manager,2014.comp.927
2014.comp.30,same.manager,2014.comp.600742
2014.comp.30,same.manager,2014.comp.2232
2014.comp.30,same.manager,2014.comp.800
2014.comp.30,same.manager,2014.comp.30
2015.comp.30,same.manager,2015.comp.600148
2015.comp.30,same.manager,2015.comp.927
2015.comp.30,same.manager,2015.comp.600742
2015.comp.30,same.manager,2015.comp.2232
2015.comp.30,same.manager,2015.comp.800
2015.comp.30,same.manager,2015.comp.30
2016.comp.30,same.manager,2016.comp.600148
2016.comp.30,same.manager,2016.comp.800
2016.comp.30,same.manager,2016.comp.927
2016.comp.30,same.manager,2016.comp.600742
2016.comp.30,same.manager,2016.comp.2232
2016.comp.30,same.manager,2016.comp.30
2017.comp.30,same.manager,2017.comp.800
2017.comp.30,same.manager,2017.comp.2232
2017.comp.30,same.manager,2017.comp.600742
2017.comp.30,same.manager,2017.comp.30
2018.comp.30,same.manager,2018.comp.600742
2018.comp.30,same.manager,2018.comp.2338
2018.comp.30,same.manager,2018.comp.30
2019.comp.30,same.manager,2019.comp.600742
2019.comp.30,same.manager,2019.comp.2048
2019.comp.30,same.manager,2019.comp.30
2020.comp.30,same.manager,2020.comp.600148
2020.comp.30,same.manager,2020.comp.800
2020.comp.30,same.manager,2020.comp.600742
2020.comp.30,same.manager,2020.comp.30
2010.comp.31,same.manager,2010.comp.31
2011.comp.31,same.manager,2011.comp.31
2012.comp.31,same.manager,2012.comp.600999
2012.comp.31,same.manager,2012.comp.930
2012.comp.31,same.manager,2012.comp.601919
2012.comp.31,same.manager,2012.comp.601398
2012.comp.31,same.manager,2012.comp.31
2013.comp.31,same.manager,2013.comp.601398
2013.comp.31,same.manager,2013.comp.930
2013.comp.31,same.manager,2013.comp.600999
2013.comp.31,same.manager,2013.comp.31
2015.comp.31,same.manager,2015.comp.600999
2015.comp.31,same.manager,2015.comp.601919
2015.comp.31,same.manager,2015.comp.930
2015.comp.31,same.manager,2015.comp.31
2016.comp.31,same.manager,2016.comp.2375
2016.comp.31,same.manager,2016.comp.930
2016.comp.31,same.manager,2016.comp.300256
2016.comp.31,same.manager,2016.comp.601919
2016.comp.31,same.manager,2016.comp.600386
2016.comp.31,same.manager,2016.comp.600737
2016.comp.31,same.manager,2016.comp.31
2017.comp.31,same.manager,2017.comp.601919
2017.comp.31,same.manager,2017.comp.600386
2017.comp.31,same.manager,2017.comp.31
2018.comp.31,same.manager,2018.comp.601919
2018.comp.31,same.manager,2018.comp.31
2019.comp.31,same.manager,2019.comp.31
2020.comp.31,same.manager,2020.comp.2423
2020.comp.31,same.manager,2020.comp.600737
2020.comp.31,same.manager,2020.comp.600704
2020.comp.31,same.manager,2020.comp.31
2007.comp.32,same.manager,2007.comp.32
2008.comp.32,same.manager,2008.comp.600536
2008.comp.32,same.manager,2008.comp.32
2009.comp.32,same.manager,2009.comp.32
2010.comp.32,same.manager,2010.comp.32
2011.comp.32,same.manager,2011.comp.32
2012.comp.32,same.manager,2012.comp.32
2013.comp.32,same.manager,2013.comp.2388
2013.comp.32,same.manager,2013.comp.32
2014.comp.32,same.manager,2014.comp.32
2015.comp.32,same.manager,2015.comp.89
2015.comp.32,same.manager,2015.comp.32
2016.comp.32,same.manager,2016.comp.32
2017.comp.32,same.manager,2017.comp.32
2018.comp.32,same.manager,2018.comp.32
2019.comp.32,same.manager,2019.comp.32
2020.comp.32,same.manager,2020.comp.32
2016.comp.34,same.manager,2016.comp.2107
2016.comp.34,same.manager,2016.comp.555
2016.comp.34,same.manager,2016.comp.34
2017.comp.34,same.manager,2017.comp.300378
2017.comp.34,same.manager,2017.comp.555
2017.comp.34,same.manager,2017.comp.600378
2017.comp.34,same.manager,2017.comp.34
2018.comp.34,same.manager,2018.comp.600378
2018.comp.34,same.manager,2018.comp.555
2018.comp.34,same.manager,2018.comp.601008
2018.comp.34,same.manager,2018.comp.600511
2018.comp.34,same.manager,2018.comp.34
2019.comp.34,same.manager,2019.comp.555
2019.comp.34,same.manager,2019.comp.601008
2019.comp.34,same.manager,2019.comp.600511
2019.comp.34,same.manager,2019.comp.600378
2019.comp.34,same.manager,2019.comp.34
2020.comp.34,same.manager,2020.comp.555
2020.comp.34,same.manager,2020.comp.601008
2020.comp.34,same.manager,2020.comp.600511
2020.comp.34,same.manager,2020.comp.34
2005.comp.35,same.manager,2005.comp.35
2006.comp.35,same.manager,2006.comp.35
2005.comp.36,same.manager,2005.comp.2017
2005.comp.36,same.manager,2005.comp.36
2006.comp.36,same.manager,2006.comp.2017
2006.comp.36,same.manager,2006.comp.36
2007.comp.36,same.manager,2007.comp.2017
2007.comp.36,same.manager,2007.comp.36
2015.comp.36,same.manager,2015.comp.300178
2015.comp.36,same.manager,2015.comp.36
2016.comp.36,same.manager,2016.comp.739
2016.comp.36,same.manager,2016.comp.300178
2016.comp.36,same.manager,2016.comp.36
2008.comp.37,same.manager,2008.comp.200053
2008.comp.37,same.manager,2008.comp.600580
2008.comp.37,same.manager,2008.comp.37
2009.comp.37,same.manager,2009.comp.600580
2009.comp.37,same.manager,2009.comp.39
2009.comp.37,same.manager,2009.comp.200053
2009.comp.37,same.manager,2009.comp.37
2010.comp.37,same.manager,2010.comp.600580
2010.comp.37,same.manager,2010.comp.200053
2010.comp.37,same.manager,2010.comp.37
2011.comp.37,same.manager,2011.comp.600062
2011.comp.37,same.manager,2011.comp.37
2013.comp.37,same.manager,2013.comp.600036
2013.comp.37,same.manager,2013.comp.37
2019.comp.37,same.manager,2019.comp.600828
2019.comp.37,same.manager,2019.comp.600293
2019.comp.37,same.manager,2019.comp.50
2019.comp.37,same.manager,2019.comp.37
2009.comp.39,same.manager,2009.comp.601919
2009.comp.39,same.manager,2009.comp.39
2012.comp.39,same.manager,2012.comp.601919
2012.comp.39,same.manager,2012.comp.601872
2012.comp.39,same.manager,2012.comp.39
2015.comp.39,same.manager,2015.comp.601872
2015.comp.39,same.manager,2015.comp.1979
2015.comp.39,same.manager,2015.comp.880
2015.comp.39,same.manager,2015.comp.600036
2015.comp.39,same.manager,2015.comp.39
2016.comp.39,same.manager,2016.comp.601919
2016.comp.39,same.manager,2016.comp.601808
2016.comp.39,same.manager,2016.comp.601866
2016.comp.39,same.manager,2016.comp.601872
2016.comp.39,same.manager,2016.comp.600018
2016.comp.39,same.manager,2016.comp.39
2017.comp.39,same.manager,2017.comp.601808
2017.comp.39,same.manager,2017.comp.601866
2017.comp.39,same.manager,2017.comp.600018
2017.comp.39,same.manager,2017.comp.39
2018.comp.39,same.manager,2018.comp.601808
2018.comp.39,same.manager,2018.comp.601919
2018.comp.39,same.manager,2018.comp.601866
2018.comp.39,same.manager,2018.comp.39
2019.comp.39,same.manager,2019.comp.601598
2019.comp.39,same.manager,2019.comp.601866
2019.comp.39,same.manager,2019.comp.601808
2019.comp.39,same.manager,2019.comp.39
2020.comp.39,same.manager,2020.comp.601872
2020.comp.39,same.manager,2020.comp.2352
2020.comp.39,same.manager,2020.comp.1914
2020.comp.39,same.manager,2020.comp.601866
2020.comp.39,same.manager,2020.comp.39
2006.comp.40,same.manager,2006.comp.58
2006.comp.40,same.manager,2006.comp.40
2007.comp.40,same.manager,2007.comp.40
2012.comp.40,same.manager,2012.comp.40
2013.comp.40,same.manager,2013.comp.40
2017.comp.40,same.manager,2017.comp.958
