index,0
2413,2009.comp.600565
2414,2010.comp.816
2415,2010.comp.600565
2416,2011.comp.816
2417,2011.comp.600565
2418,2019.comp.816
2419,2019.comp.600565
2420,2008.comp.818
2421,2008.comp.751
2422,2012.comp.818
2423,2012.comp.600507
2424,2013.comp.818
2425,2013.comp.600507
2426,2014.comp.818
2427,2014.comp.600507
2428,2015.comp.818
2429,2015.comp.600516
2430,2015.comp.600507
2431,2016.comp.818
2432,2016.comp.600507
2433,2005.comp.819
2434,2006.comp.819
2435,2007.comp.819
2436,2008.comp.819
2437,2009.comp.819
2438,2010.comp.819
2439,2011.comp.819
2440,2012.comp.819
2441,2013.comp.819
2442,2014.comp.819
2443,2015.comp.819
2444,2016.comp.819
2445,2017.comp.819
2446,2018.comp.819
2447,2019.comp.819
2448,2020.comp.819
2449,2003.comp.821
2450,2004.comp.821
2451,2005.comp.822
2452,2008.comp.822
2453,2006.comp.822
2454,2007.comp.822
2455,2019.comp.822
2456,2019.comp.600968
2457,2003.comp.823
2458,2004.comp.823
2459,2005.comp.823
2460,2006.comp.823
2461,2020.comp.826
2462,2003.comp.828
2463,2003.comp.600083
2464,2011.comp.829
2465,2014.comp.830
2466,2016.comp.830
2467,2020.comp.830
2468,2020.comp.2066
2469,2017.comp.831
2470,2017.comp.600390
2471,2015.comp.833
2472,2015.comp.2683
2473,2016.comp.833
2474,2016.comp.2683
2475,2017.comp.833
2476,2017.comp.2683
2477,2014.comp.835
2478,2014.comp.600208
2479,2016.comp.835
2480,2016.comp.600671
2481,2016.comp.2071
2482,2017.comp.835
2483,2017.comp.600671
2484,2017.comp.2071
2485,2018.comp.835
2486,2018.comp.2071
2487,2018.comp.600671
2488,2019.comp.836
2489,2019.comp.601869
2490,2003.comp.838
2491,2003.comp.598
2492,2003.comp.600299
2493,2004.comp.838
2494,2004.comp.598
2495,2005.comp.838
2496,2005.comp.598
2497,2012.comp.839
2498,2012.comp.601608
2499,2012.comp.601998
2500,2013.comp.839
2501,2013.comp.601608
2502,2013.comp.601998
2503,2013.comp.600030
2504,2014.comp.601608
2505,2016.comp.839
2506,2016.comp.665
2507,2018.comp.839
2508,2018.comp.665
2509,2019.comp.839
2510,2019.comp.665
2511,2008.comp.850
2512,2008.comp.666
2513,2003.comp.851
2514,2003.comp.600198
2515,2004.comp.851
2516,2004.comp.600198
2517,2005.comp.851
2518,2005.comp.600198
2519,2010.comp.851
2520,2010.comp.600198
2521,2011.comp.851
2522,2011.comp.600198
2523,2012.comp.851
2524,2012.comp.600198
2525,2013.comp.851
2526,2013.comp.600198
2527,2014.comp.851
2528,2014.comp.600198
2529,2015.comp.851
2530,2015.comp.600198
2531,2016.comp.851
2532,2016.comp.600198
2533,2017.comp.851
2534,2017.comp.600198
2535,2018.comp.851
2536,2018.comp.600198
2537,2019.comp.851
2538,2019.comp.600198
2539,2020.comp.851
2540,2020.comp.600498
2541,2020.comp.601965
2542,2012.comp.852
2543,2013.comp.852
2544,2014.comp.852
2545,2015.comp.852
2546,2015.comp.600871
2547,2016.comp.852
2548,2016.comp.600871
2549,2017.comp.852
2550,2017.comp.600871
2551,2018.comp.852
2552,2018.comp.600871
2553,2019.comp.852
2554,2019.comp.600871
2555,2020.comp.852
2556,2020.comp.600871
2557,2011.comp.856
2558,2011.comp.401
2559,2011.comp.600217
2560,2012.comp.600217
2561,2019.comp.858
2562,2019.comp.600793
2563,2008.comp.859
2564,2008.comp.600444
2565,2009.comp.859
2566,2009.comp.600444
2567,2010.comp.859
2568,2010.comp.600444
2569,2006.comp.859
2570,2006.comp.600444
2571,2011.comp.859
2572,2011.comp.600444
2573,2016.comp.859
2574,2009.comp.860
2575,2008.comp.861
2576,2014.comp.862
2577,2019.comp.862
2578,2020.comp.862
2579,2003.comp.866
2580,2004.comp.866
2581,2005.comp.866
2582,2004.comp.868
2583,2004.comp.600418
2584,2005.comp.868
2585,2005.comp.600418
2586,2006.comp.868
2587,2006.comp.600418
2588,2007.comp.868
2589,2007.comp.600418
2590,2008.comp.868
2591,2008.comp.600418
2592,2009.comp.868
2593,2009.comp.600418
2594,2010.comp.868
2595,2010.comp.600418
2596,2011.comp.868
2597,2011.comp.600418
2598,2012.comp.868
2599,2012.comp.600418
2600,2013.comp.868
2601,2013.comp.600418
2602,2014.comp.868
2603,2014.comp.600418
2604,2015.comp.868
2605,2015.comp.600418
2606,2016.comp.868
2607,2016.comp.600418
2608,2017.comp.868
2609,2017.comp.600418
2610,2018.comp.868
2611,2018.comp.600418
2612,2019.comp.868
2613,2019.comp.600418
2614,2020.comp.868
2615,2020.comp.600418
2616,2008.comp.875
2617,2008.comp.2128
2618,2009.comp.875
2619,2009.comp.2128
2620,2010.comp.875
2621,2010.comp.2128
2622,2011.comp.875
2623,2011.comp.2128
2624,2012.comp.875
2625,2012.comp.2128
2626,2013.comp.875
2627,2013.comp.2128
2628,2014.comp.875
2629,2014.comp.2128
2630,2015.comp.875
2631,2015.comp.2128
2632,2016.comp.875
2633,2016.comp.2128
2634,2016.comp.600292
2635,2017.comp.875
2636,2017.comp.2128
2637,2017.comp.600292
2638,2018.comp.875
2639,2018.comp.2128
2640,2018.comp.600292
2641,2019.comp.875
2642,2019.comp.2128
2643,2020.comp.875
2644,2020.comp.2128
2645,2019.comp.876
2646,2019.comp.2946
2647,2020.comp.876
2648,2020.comp.2946
2649,2003.comp.877
2650,2003.comp.600737
2651,2004.comp.877
2652,2004.comp.600737
2653,2005.comp.877
2654,2005.comp.600737
2655,2006.comp.877
2656,2007.comp.877
2657,2008.comp.877
2658,2008.comp.600970
2659,2008.comp.2205
2660,2009.comp.877
2661,2009.comp.600970
2662,2009.comp.2205
2663,2010.comp.877
2664,2010.comp.600970
2665,2010.comp.2080
2666,2010.comp.2205
2667,2011.comp.877
2668,2011.comp.600970
2669,2011.comp.2080
2670,2011.comp.600720
2671,2011.comp.2205
2672,2012.comp.877
2673,2012.comp.2205
2674,2012.comp.600970
2675,2012.comp.2080
2676,2013.comp.877
2677,2013.comp.2080
2678,2013.comp.2205
2679,2013.comp.600970
2680,2014.comp.877
2681,2014.comp.603126
2682,2014.comp.600970
2683,2014.comp.2080
2684,2014.comp.2205
2685,2014.comp.2302
2686,2015.comp.877
2687,2015.comp.600970
2688,2015.comp.603126
2689,2015.comp.2080
2690,2015.comp.2205
2691,2015.comp.2302
2692,2016.comp.877
2693,2016.comp.600970
2694,2016.comp.603126
2695,2016.comp.2080
2696,2016.comp.2302
2697,2017.comp.877
2698,2017.comp.600970
2699,2017.comp.2302
2700,2018.comp.877
2701,2018.comp.2302
2702,2018.comp.600425
2703,2019.comp.877
2704,2019.comp.603126
2705,2019.comp.600425
2706,2019.comp.2302
2707,2020.comp.877
2708,2020.comp.2302
2709,2020.comp.603126
2710,2008.comp.878
2711,2017.comp.878
2712,2017.comp.601600
2713,2018.comp.878
2714,2018.comp.601600
2715,2019.comp.878
2716,2020.comp.878
2717,2020.comp.600497
2718,2019.comp.881
2719,2019.comp.3816
2720,2020.comp.881
2721,2020.comp.3816
2722,2006.comp.882
2723,2006.comp.600361
2724,2007.comp.882
2725,2007.comp.600361
2726,2008.comp.882
2727,2008.comp.600361
2728,2009.comp.882
2729,2009.comp.600361
2730,2010.comp.882
2731,2010.comp.600361
2732,2011.comp.882
2733,2011.comp.600361
2734,2012.comp.882
2735,2012.comp.600361
2736,2013.comp.882
2737,2013.comp.600361
2738,2014.comp.882
2739,2014.comp.600361
2740,2015.comp.882
2741,2015.comp.600361
2742,2016.comp.882
2743,2016.comp.600361
2744,2017.comp.882
2745,2017.comp.600361
2746,2018.comp.882
2747,2018.comp.600361
2748,2019.comp.882
2749,2019.comp.600361
2750,2020.comp.882
2751,2020.comp.600361
2752,2009.comp.883
2753,2009.comp.678
2754,2010.comp.883
2755,2010.comp.600900
2756,2010.comp.678
2757,2009.comp.966
2758,2011.comp.883
2759,2011.comp.966
2760,2012.comp.883
2761,2012.comp.966
2762,2013.comp.883
2763,2013.comp.966
2764,2014.comp.883
2765,2014.comp.966
2766,2015.comp.966
2767,2016.comp.883
2768,2016.comp.966
2769,2017.comp.883
2770,2018.comp.883
2771,2019.comp.883
2772,2020.comp.883
2773,2016.comp.886
2774,2016.comp.603069
2775,2017.comp.886
2776,2017.comp.603069
2777,2018.comp.886
2778,2018.comp.603069
2779,2019.comp.886
2780,2019.comp.603069
2781,2020.comp.886
2782,2020.comp.603069
2783,2018.comp.889
2784,2018.comp.2537
2785,2007.comp.892
2786,2007.comp.600369
2787,2007.comp.688
2788,2005.comp.899
2789,2008.comp.899
2790,2006.comp.899
2791,2009.comp.899
2792,2011.comp.899
2793,2012.comp.901
2794,2012.comp.600501
2795,2014.comp.901
2796,2014.comp.2025
2797,2015.comp.901
2798,2015.comp.2025
2799,2016.comp.901
2800,2016.comp.2025
2801,2017.comp.901
2802,2017.comp.2025
2803,2018.comp.901
2804,2018.comp.2025
2805,2020.comp.901
2806,2020.comp.2025
2807,2006.comp.902
2808,2006.comp.666
2809,2007.comp.902
2810,2007.comp.666
2811,2009.comp.902
2812,2012.comp.905
2813,2013.comp.905
2814,2014.comp.905
2815,2003.comp.906
2816,2003.comp.932
2817,2004.comp.906
2818,2004.comp.932
2819,2005.comp.906
2820,2005.comp.932
2821,2006.comp.906
2822,2006.comp.932
2823,2007.comp.906
2824,2007.comp.932
2825,2008.comp.906
2826,2008.comp.932
2827,2009.comp.906
2828,2009.comp.932
2829,2006.comp.911
2830,2006.comp.600301
2831,2019.comp.911
2832,2010.comp.912
2833,2010.comp.155
2834,2014.comp.912
2835,2014.comp.155
2836,2016.comp.912
2837,2016.comp.600745
2838,2004.comp.913
2839,2004.comp.915
2840,2006.comp.915
2841,2009.comp.916
2842,2009.comp.601107
2843,2006.comp.917
2844,2006.comp.900
2845,2018.comp.917
2846,2018.comp.300413
2847,2019.comp.917
2848,2019.comp.300413
2849,2020.comp.917
2850,2020.comp.300413
2851,2004.comp.918
2852,2005.comp.918
2853,2005.comp.600286
2854,2003.comp.919
2855,2003.comp.600713
2856,2004.comp.919
2857,2004.comp.600713
2858,2005.comp.919
2859,2005.comp.600713
2860,2006.comp.919
2861,2006.comp.600713
2862,2007.comp.919
2863,2007.comp.600713
2864,2008.comp.919
2865,2008.comp.600713
2866,2009.comp.919
2867,2009.comp.600713
2868,2010.comp.919
2869,2010.comp.600713
2870,2011.comp.919
2871,2011.comp.600713
2872,2012.comp.919
2873,2012.comp.600713
2874,2013.comp.919
2875,2013.comp.600713
2876,2014.comp.919
2877,2014.comp.600713
2878,2015.comp.919
2879,2015.comp.600713
2880,2016.comp.919
2881,2016.comp.600713
2882,2017.comp.919
2883,2017.comp.600713
2884,2018.comp.919
2885,2018.comp.600713
2886,2019.comp.919
2887,2019.comp.600713
2888,2020.comp.919
2889,2020.comp.600713
2890,2007.comp.920
2891,2007.comp.600458
2892,2008.comp.920
2893,2008.comp.600458
2894,2009.comp.920
2895,2009.comp.600458
2896,2010.comp.920
2897,2010.comp.600458
2898,2011.comp.920
2899,2011.comp.600458
2900,2012.comp.920
2901,2012.comp.600458
2902,2013.comp.920
2903,2013.comp.600458
2904,2014.comp.920
2905,2014.comp.600458
2906,2004.comp.521
2907,2005.comp.600060
2908,2005.comp.521
2909,2012.comp.600060
2910,2013.comp.600060
2911,2014.comp.600060
2912,2015.comp.921
2913,2015.comp.600060
2914,2016.comp.921
2915,2016.comp.600060
2916,2017.comp.921
2917,2017.comp.600060
2918,2018.comp.921
2919,2018.comp.600060
2920,2019.comp.921
2921,2019.comp.600060
2922,2020.comp.921
2923,2020.comp.600060
2924,2004.comp.922
2925,2005.comp.922
2926,2006.comp.922
2927,2007.comp.922
2928,2008.comp.922
2929,2004.comp.923
2930,2004.comp.600155
2931,2005.comp.923
2932,2005.comp.600155
2933,2005.comp.600722
2934,2006.comp.923
2935,2006.comp.2051
2936,2007.comp.923
2937,2007.comp.2051
2938,2008.comp.923
2939,2008.comp.2051
2940,2011.comp.2051
2941,2008.comp.925
2942,2008.comp.600797
2943,2009.comp.925
2944,2009.comp.600797
2945,2010.comp.925
2946,2010.comp.600797
2947,2011.comp.925
2948,2011.comp.600797
2949,2012.comp.925
2950,2012.comp.600797
2951,2013.comp.925
2952,2013.comp.600797
2953,2014.comp.925
2954,2014.comp.600797
2955,2015.comp.925
2956,2015.comp.600797
2957,2016.comp.925
2958,2016.comp.600797
2959,2017.comp.925
2960,2017.comp.600797
2961,2018.comp.925
2962,2018.comp.600797
2963,2019.comp.925
2964,2019.comp.600797
2965,2020.comp.925
2966,2020.comp.600797
2967,2011.comp.927
2968,2014.comp.600148
2969,2015.comp.600148
2970,2016.comp.600148
2971,2017.comp.600148
2972,2014.comp.928
2973,2014.comp.2057
2974,2018.comp.928
2975,2018.comp.2057
2976,2019.comp.928
2977,2019.comp.2057
2978,2020.comp.928
2979,2020.comp.2057
2980,2010.comp.929
2981,2007.comp.930
2982,2007.comp.600502
2983,2008.comp.930
2984,2008.comp.600737
2985,2013.comp.930
2986,2014.comp.930
2987,2014.comp.600737
2988,2015.comp.930
2989,2016.comp.600737
2990,2019.comp.799
2991,2009.comp.935
2992,2008.comp.937
2993,2008.comp.600722
2994,2009.comp.937
2995,2009.comp.600812
2996,2010.comp.937
2997,2010.comp.600722
2998,2010.comp.600812
2999,2011.comp.937
3000,2011.comp.600812
3001,2011.comp.600722
3002,2012.comp.937
3003,2012.comp.600722
3004,2012.comp.600812
3005,2013.comp.937
3006,2013.comp.600812
3007,2014.comp.937
3008,2014.comp.600722
3009,2014.comp.600812
3010,2015.comp.937
3011,2015.comp.600812
3012,2016.comp.937
3013,2020.comp.937
3014,2020.comp.600812
3015,2020.comp.600722
3016,2005.comp.938
3017,2005.comp.600100
3018,2006.comp.938
3019,2006.comp.600100
3020,2013.comp.938
3021,2013.comp.600109
3022,2014.comp.938
3023,2015.comp.938
3024,2016.comp.938
3025,2016.comp.2642
3026,2017.comp.938
3027,2017.comp.300523
3028,2017.comp.2642
3029,2018.comp.938
3030,2018.comp.300523
3031,2018.comp.2642
3032,2018.comp.63
3033,2019.comp.938
3034,2019.comp.300523
3035,2019.comp.2049
3036,2019.comp.63
3037,2020.comp.938
3038,2020.comp.300523
3039,2020.comp.526
3040,2006.comp.939
3041,2006.comp.600133
3042,2007.comp.939
3043,2007.comp.600133
3044,2008.comp.939
3045,2008.comp.600133
3046,2009.comp.939
3047,2009.comp.600133
3048,2010.comp.939
3049,2010.comp.600133
3050,2011.comp.939
3051,2011.comp.300152
3052,2012.comp.939
3053,2012.comp.300152
3054,2013.comp.939
3055,2013.comp.300152
3056,2012.comp.949
3057,2012.comp.2038
3058,2016.comp.151
3059,2019.comp.950
3060,2019.comp.600828
3061,2019.comp.600056
3062,2020.comp.950
3063,2020.comp.300016
3064,2020.comp.600056
3065,2020.comp.565
3066,2007.comp.953
3067,2007.comp.553
3068,2010.comp.953
3069,2010.comp.553
3070,2013.comp.953
3071,2013.comp.553
3072,2009.comp.955
3073,2010.comp.955
3074,2011.comp.955
3075,2012.comp.955
3076,2014.comp.955
3077,2015.comp.955
3078,2016.comp.955
3079,2017.comp.955
3080,2018.comp.955
3081,2019.comp.955
3082,2020.comp.955
3083,2003.comp.956
3084,2004.comp.956
3085,2005.comp.956
3086,2017.comp.957
3087,2018.comp.957
3088,2019.comp.957
3089,2020.comp.957
3090,2014.comp.958
3091,2019.comp.958
3092,2020.comp.958
3093,2009.comp.960
3094,2009.comp.600459
3095,2012.comp.960
3096,2013.comp.960
3097,2013.comp.600459
3098,2014.comp.960
3099,2014.comp.600459
3100,2015.comp.960
3101,2015.comp.600459
3102,2016.comp.960
3103,2016.comp.600459
3104,2003.comp.961
3105,2003.comp.600399
3106,2005.comp.961
3107,2005.comp.600399
3108,2006.comp.961
3109,2006.comp.600399
3110,2007.comp.961
3111,2007.comp.600399
3112,2008.comp.961
3113,2008.comp.600399
3114,2015.comp.961
3115,2007.comp.963
3116,2018.comp.963
3117,2018.comp.626
3118,2011.comp.300105
3119,2012.comp.300105
3120,2014.comp.300105
3121,2017.comp.966
3122,2017.comp.300105
3123,2019.comp.966
3124,2019.comp.300105
3125,2020.comp.966
3126,2020.comp.300105
3127,2003.comp.967
3128,2003.comp.600340
3129,2004.comp.967
3130,2004.comp.600340
3131,2005.comp.967
3132,2005.comp.600340
3133,2006.comp.967
3134,2006.comp.600340
3135,2009.comp.967
3136,2010.comp.967
3137,2011.comp.967
3138,2017.comp.967
3139,2018.comp.967
3140,2018.comp.157
3141,2019.comp.967
3142,2019.comp.157
3143,2020.comp.967
3144,2013.comp.968
3145,2013.comp.601898
3146,2020.comp.968
3147,2020.comp.600617
3148,2009.comp.969
3149,2009.comp.300034
3150,2010.comp.969
3151,2010.comp.300034
3152,2010.comp.600560
3153,2011.comp.969
3154,2011.comp.300034
3155,2011.comp.600560
3156,2012.comp.969
3157,2012.comp.300034
3158,2012.comp.600560
3159,2013.comp.969
3160,2013.comp.600560
3161,2013.comp.300034
3162,2014.comp.969
3163,2014.comp.600560
3164,2014.comp.300034
3165,2015.comp.969
3166,2015.comp.300034
3167,2015.comp.600560
3168,2016.comp.969
3169,2016.comp.300034
3170,2016.comp.600560
3171,2017.comp.969
3172,2017.comp.300034
3173,2017.comp.600560
3174,2018.comp.969
3175,2018.comp.600560
3176,2018.comp.300034
3177,2019.comp.969
3178,2019.comp.300034
3179,2019.comp.300797
3180,2019.comp.600560
3181,2020.comp.969
3182,2020.comp.300034
3183,2020.comp.300797
3184,2020.comp.600560
3185,2013.comp.972
3186,2013.comp.601988
3187,2013.comp.601288
3188,2010.comp.973
3189,2010.comp.2400
3190,2011.comp.973
3191,2011.comp.2400
3192,2012.comp.973
3193,2012.comp.2400
3194,2013.comp.973
3195,2013.comp.2400
3196,2006.comp.977
3197,2006.comp.600756
3198,2007.comp.977
3199,2007.comp.600756
3200,2008.comp.977
3201,2008.comp.600756
3202,2009.comp.977
3203,2009.comp.600756
3204,2010.comp.977
3205,2010.comp.600756
3206,2011.comp.977
3207,2011.comp.600756
3208,2012.comp.977
3209,2012.comp.600756
3210,2013.comp.977
3211,2013.comp.600756
3212,2014.comp.977
3213,2014.comp.600756
3214,2015.comp.977
3215,2015.comp.600756
3216,2016.comp.977
3217,2016.comp.600756
3218,2017.comp.977
3219,2017.comp.600756
3220,2018.comp.977
3221,2018.comp.600756
3222,2019.comp.977
3223,2019.comp.600756
3224,2020.comp.977
3225,2020.comp.600756
3226,2013.comp.978
3227,2018.comp.980
3228,2018.comp.600237
3229,2008.comp.981
3230,2007.comp.982
3231,2008.comp.982
3232,2016.comp.982
3233,2019.comp.982
3234,2012.comp.983
3235,2017.comp.983
3236,2007.comp.985
3237,2007.comp.601857
3238,2008.comp.985
3239,2008.comp.600546
3240,2009.comp.985
3241,2009.comp.600546
3242,2010.comp.985
3243,2011.comp.985
3244,2012.comp.985
3245,2013.comp.985
3246,2014.comp.985
3247,2015.comp.985
3248,2016.comp.985
3249,2016.comp.601857
3250,2017.comp.985
3251,2017.comp.601857
3252,2018.comp.985
3253,2018.comp.601857
3254,2019.comp.985
3255,2016.comp.987
3256,2016.comp.531
3257,2012.comp.988
3258,2012.comp.300205
3259,2013.comp.988
3260,2013.comp.300161
3261,2013.comp.300205
3262,2014.comp.988
3263,2014.comp.300161
3264,2014.comp.300205
3265,2015.comp.988
3266,2015.comp.300161
3267,2017.comp.988
3268,2017.comp.300205
3269,2017.comp.300161
3270,2018.comp.988
3271,2018.comp.300205
3272,2018.comp.300161
3273,2019.comp.988
3274,2019.comp.300205
3275,2019.comp.300161
3276,2020.comp.988
3277,2020.comp.300205
3278,2007.comp.989
3279,2007.comp.600479
3280,2008.comp.989
3281,2008.comp.600479
3282,2009.comp.989
3283,2009.comp.600479
3284,2010.comp.989
3285,2010.comp.600479
3286,2011.comp.989
3287,2011.comp.600479
3288,2012.comp.989
3289,2012.comp.600479
3290,2013.comp.989
3291,2013.comp.600479
3292,2014.comp.989
3293,2014.comp.600479
3294,2003.comp.990
3295,2003.comp.600100
3296,2004.comp.990
3297,2004.comp.600100
3298,2005.comp.990
3299,2006.comp.990
3300,2007.comp.990
3301,2007.comp.600100
3302,2008.comp.990
3303,2008.comp.600100
3304,2009.comp.990
3305,2009.comp.600100
3306,2010.comp.990
3307,2010.comp.600100
3308,2019.comp.990
3309,2020.comp.990
3310,2012.comp.993
3311,2003.comp.999
3312,2003.comp.403
3313,2005.comp.999
3314,2005.comp.403
3315,2006.comp.999
3316,2006.comp.403
3317,2008.comp.999
3318,2008.comp.423
3319,2010.comp.999
3320,2010.comp.600062
3321,2011.comp.999
3322,2011.comp.600062
3323,2012.comp.999
3324,2012.comp.600062
3325,2013.comp.999
3326,2013.comp.600062
3327,2013.comp.423
3328,2014.comp.999
3329,2014.comp.600062
3330,2015.comp.999
3331,2015.comp.600062
3332,2015.comp.423
3333,2016.comp.999
3334,2016.comp.600062
3335,2017.comp.999
3336,2017.comp.600062
3337,2018.comp.600062
3338,2019.comp.600062
3339,2020.comp.600062
3340,2014.comp.1696
3341,2018.comp.1872
3342,2018.comp.600018
3343,2019.comp.1872
3344,2019.comp.600179
3345,2019.comp.600018
3346,2020.comp.1872
3347,2020.comp.600179
3348,2020.comp.600018
3349,2017.comp.1896
3350,2017.comp.885
3351,2017.comp.600207
3352,2018.comp.1896
3353,2018.comp.600207
3354,2019.comp.1896
3355,2019.comp.600207
3356,2020.comp.1896
3357,2020.comp.600207
3358,2020.comp.601598
3359,2018.comp.1965
3360,2019.comp.1965
3361,2019.comp.600012
3362,2020.comp.1965
3363,2015.comp.1979
3364,2015.comp.600999
3365,2015.comp.600036
3366,2018.comp.601872
3367,2019.comp.601872
3368,2010.comp.2003
3369,2010.comp.2372
3370,2011.comp.2003
3371,2011.comp.2372
3372,2012.comp.2003
3373,2012.comp.2372
3374,2013.comp.2003
3375,2013.comp.2372
3376,2014.comp.2003
3377,2014.comp.2372
3378,2015.comp.2003
3379,2015.comp.2372
3380,2016.comp.2003
3381,2016.comp.2372
3382,2017.comp.2003
3383,2017.comp.2372
3384,2018.comp.2003
3385,2018.comp.2372
3386,2019.comp.2003
3387,2019.comp.2372
3388,2020.comp.2003
3389,2020.comp.2372
3390,2017.comp.2004
3391,2017.comp.2033
3392,2015.comp.2005
3393,2004.comp.2006
3394,2004.comp.600496
3395,2005.comp.2006
3396,2005.comp.600496
3397,2007.comp.2006
3398,2007.comp.600496
3399,2008.comp.2006
3400,2008.comp.600496
3401,2009.comp.2006
3402,2009.comp.600496
3403,2010.comp.2006
3404,2010.comp.600496
3405,2011.comp.2006
3406,2011.comp.600496
3407,2012.comp.2006
3408,2012.comp.600496
3409,2013.comp.2006
3410,2013.comp.600496
3411,2014.comp.2006
3412,2014.comp.601579
3413,2014.comp.600496
3414,2015.comp.2006
3415,2015.comp.601579
3416,2015.comp.600496
3417,2016.comp.2006
3418,2016.comp.601579
3419,2016.comp.600496
3420,2017.comp.2006
3421,2017.comp.601579
3422,2017.comp.600496
3423,2018.comp.2006
3424,2018.comp.601579
3425,2018.comp.600496
3426,2019.comp.2006
3427,2019.comp.601579
3428,2019.comp.600496
3429,2020.comp.2006
3430,2020.comp.600496
3431,2020.comp.601579
3432,2014.comp.2008
3433,2016.comp.2008
3434,2016.comp.2138
3435,2017.comp.2008
3436,2017.comp.2138
3437,2017.comp.2850
3438,2018.comp.2008
3439,2018.comp.2138
3440,2018.comp.2850
3441,2019.comp.2008
3442,2019.comp.2138
3443,2020.comp.2008
3444,2020.comp.2138
3445,2006.comp.2010
3446,2006.comp.600596
3447,2007.comp.2010
3448,2007.comp.600596
3449,2008.comp.2010
3450,2008.comp.600596
3451,2009.comp.2010
3452,2009.comp.600596
3453,2010.comp.2010
3454,2010.comp.600596
3455,2011.comp.2010
3456,2011.comp.600596
3457,2012.comp.2010
3458,2012.comp.600596
3459,2013.comp.2010
3460,2013.comp.600596
3461,2014.comp.2010
3462,2014.comp.600596
3463,2015.comp.2010
3464,2015.comp.600596
3465,2016.comp.2010
3466,2016.comp.600596
3467,2017.comp.2010
3468,2017.comp.600596
3469,2018.comp.2010
3470,2018.comp.600596
3471,2019.comp.2010
3472,2019.comp.600596
3473,2020.comp.2010
3474,2020.comp.600596
3475,2010.comp.2011
3476,2010.comp.600387
3477,2011.comp.2011
3478,2011.comp.2226
3479,2011.comp.600387
3480,2012.comp.2011
3481,2012.comp.2226
3482,2013.comp.2011
3483,2013.comp.2226
3484,2014.comp.2011
3485,2014.comp.2226
3486,2015.comp.2011
3487,2015.comp.2226
3488,2016.comp.2011
3489,2016.comp.2226
3490,2017.comp.2011
3491,2017.comp.2226
3492,2018.comp.2011
3493,2018.comp.2226
3494,2019.comp.2011
3495,2019.comp.2226
3496,2020.comp.2011
3497,2020.comp.2226
3498,2015.comp.2012
3499,2015.comp.2021
3500,2016.comp.2012
3501,2016.comp.2021
3502,2012.comp.2013
3503,2012.comp.600893
3504,2014.comp.2013
3505,2014.comp.600705
3506,2015.comp.2013
3507,2015.comp.600760
3508,2015.comp.600973
3509,2017.comp.2013
3510,2017.comp.600705
3511,2017.comp.600760
3512,2019.comp.2015
3513,2019.comp.600475
3514,2020.comp.2015
3515,2020.comp.600475
3516,2004.comp.2017
3517,2004.comp.600776
3518,2005.comp.2017
3519,2005.comp.600130
3520,2005.comp.600776
3521,2006.comp.2017
3522,2006.comp.600130
3523,2006.comp.600776
3524,2007.comp.2017
3525,2007.comp.600776
3526,2007.comp.600130
3527,2008.comp.2017
3528,2008.comp.600776
3529,2009.comp.2017
3530,2009.comp.600776
3531,2010.comp.2017
3532,2010.comp.600776
3533,2011.comp.2017
3534,2011.comp.600776
3535,2012.comp.2017
3536,2012.comp.600776
3537,2013.comp.2017
3538,2013.comp.600776
3539,2014.comp.2017
3540,2014.comp.600776
3541,2015.comp.2017
3542,2015.comp.600776
3543,2016.comp.2017
3544,2016.comp.600776
3545,2017.comp.2017
3546,2017.comp.600776
3547,2018.comp.2017
3548,2018.comp.600776
3549,2019.comp.2017
3550,2019.comp.600776
3551,2020.comp.2017
3552,2020.comp.600776
3553,2020.comp.2020
3554,2017.comp.2027
3555,2017.comp.600556
3556,2017.comp.600315
3557,2020.comp.2027
3558,2020.comp.600315
3559,2012.comp.2029
3560,2020.comp.2030
3561,2020.comp.688393
3562,2011.comp.2033
3563,2011.comp.2004
3564,2004.comp.2036
3565,2004.comp.600177
3566,2005.comp.2036
3567,2005.comp.600177
3568,2006.comp.2036
3569,2006.comp.600177
3570,2007.comp.2036
3571,2007.comp.600177
3572,2008.comp.2036
3573,2008.comp.600177
3574,2009.comp.2036
3575,2009.comp.600177
3576,2010.comp.2036
3577,2010.comp.600177
3578,2011.comp.2036
3579,2011.comp.600177
3580,2012.comp.2036
3581,2012.comp.600177
3582,2013.comp.2036
3583,2013.comp.600177
3584,2014.comp.2036
3585,2014.comp.600177
3586,2016.comp.2037
3587,2016.comp.600048
3588,2009.comp.2038
3589,2009.comp.949
3590,2011.comp.2038
3591,2011.comp.949
3592,2013.comp.2038
3593,2013.comp.949
3594,2015.comp.2038
3595,2015.comp.949
3596,2018.comp.2039
3597,2018.comp.600268
3598,2019.comp.2039
3599,2019.comp.600268
3600,2020.comp.2039
3601,2020.comp.600268
3602,2005.comp.2040
3603,2005.comp.600018
3604,2011.comp.2040
3605,2011.comp.600087
3606,2016.comp.2040
3607,2016.comp.600018
3608,2018.comp.2040
3609,2019.comp.2040
3610,2011.comp.2042
3611,2007.comp.2043
3612,2017.comp.2044
3613,2017.comp.600055
3614,2018.comp.2044
3615,2018.comp.600055
3616,2018.comp.300231
3617,2019.comp.2044
3618,2019.comp.600055
3619,2019.comp.300231
3620,2020.comp.2044
3621,2020.comp.600055
3622,2020.comp.601828
