2003.comp.600281,2003.comp.600740,1
2003.comp.600285,2003.comp.600196,1
2003.comp.600299,2003.comp.838,1
2003.comp.600303,2003.comp.600166,1
2003.comp.600340,2003.comp.967,2
2003.comp.600346,2003.comp.530,2
2003.comp.600353,2003.comp.600733,1
2003.comp.600372,2003.comp.600178,1
2003.comp.600380,2003.comp.513,2
2003.comp.600383,2003.comp.600622,1
2003.comp.600399,2003.comp.961,1
2003.comp.600460,2003.comp.600584,1
2003.comp.600505,2003.comp.688,8
2003.comp.600511,2003.comp.600513,1
2003.comp.600513,2003.comp.600511,1
2003.comp.600555,2003.comp.600781,1
2003.comp.600576,2003.comp.600667,1
2003.comp.600584,2003.comp.600460,1
2003.comp.600585,2003.comp.619,1
2003.comp.600590,2003.comp.600100,1
2003.comp.600606,2003.comp.600675,2
2003.comp.600609,2003.comp.600653,4
2003.comp.600611,2003.comp.600635,2
2003.comp.600613,2003.comp.600612,1
2003.comp.600613,2003.comp.600652,1
2003.comp.600618,2003.comp.600636,4
2003.comp.600626,2003.comp.600619,1
2003.comp.600628,2003.comp.600833,1
2003.comp.600629,2003.comp.600781,1
2003.comp.600635,2003.comp.600611,1
2003.comp.600645,2003.comp.600622,1
2003.comp.600654,2003.comp.600651,1
2003.comp.600656,2003.comp.600849,1
2003.comp.600657,2003.comp.150,3
2003.comp.600659,2003.comp.592,3
2003.comp.600662,2003.comp.600741,1
2003.comp.600666,2003.comp.591,5
2003.comp.600674,2003.comp.569,2
2003.comp.600678,2003.comp.600642,1
2003.comp.600680,2003.comp.600776,1
2003.comp.600689,2003.comp.600648,1
2003.comp.600689,2003.comp.600652,1
2003.comp.600703,2003.comp.670,2
2003.comp.600713,2003.comp.919,2
2003.comp.600737,2003.comp.877,8
2003.comp.600741,2003.comp.600662,1
2003.comp.600742,2003.comp.800,2
2003.comp.600757,2003.comp.600772,3
2003.comp.600784,2003.comp.600102,1
2003.comp.600825,2003.comp.600632,2
2003.comp.600828,2003.comp.600466,2
2003.comp.600835,2003.comp.600619,1
2003.comp.600838,2003.comp.600272,1
2003.comp.600842,2003.comp.48,1
2003.comp.600842,2003.comp.600653,2
2003.comp.600842,2003.comp.600849,1
2003.comp.600843,2003.comp.600757,3
2003.comp.600845,2003.comp.600019,4
2003.comp.600870,2003.comp.600153,8
2003.comp.600888,2003.comp.600089,2
2003.comp.618,2003.comp.600546,2
2003.comp.619,2003.comp.600585,2
2003.comp.632,2003.comp.600225,1
2003.comp.632,2003.comp.600696,2
2003.comp.670,2003.comp.600703,1
2003.comp.68,2003.comp.58,1
2003.comp.68,2003.comp.7,1
2003.comp.688,2003.comp.600369,1
2003.comp.720,2003.comp.600089,1
2003.comp.728,2003.comp.786,1
2003.comp.732,2003.comp.600225,3
2003.comp.732,2003.comp.600696,1
2003.comp.748,2003.comp.66,1
2003.comp.786,2003.comp.600176,1
2003.comp.800,2003.comp.600742,2
2003.comp.813,2003.comp.600778,1
2003.comp.828,2003.comp.600083,4
2003.comp.866,2003.comp.600871,1
2003.comp.880,2003.comp.600076,1
2003.comp.892,2003.comp.600369,1
2003.comp.900,2003.comp.600369,1
2003.comp.905,2003.comp.600711,1
2003.comp.906,2003.comp.600360,1
2003.comp.906,2003.comp.932,4
2003.comp.919,2003.comp.600713,2
2003.comp.921,2003.comp.404,1
2003.comp.932,2003.comp.906,5
2003.comp.961,2003.comp.600399,1
2003.comp.963,2003.comp.626,1
2003.comp.967,2003.comp.600340,2
2003.comp.977,2003.comp.600756,2
2003.comp.999,2003.comp.600614,2
2004.comp.11,2004.comp.42,1
2004.comp.14,2004.comp.42,1
2004.comp.150,2004.comp.600657,6
2004.comp.156,2004.comp.430,3
2004.comp.156,2004.comp.600286,1
2004.comp.156,2004.comp.918,1
2004.comp.16,2004.comp.69,1
2004.comp.17,2004.comp.30,1
2004.comp.200053,2004.comp.22,1
2004.comp.200468,2004.comp.600680,1
2004.comp.2006,2004.comp.600496,5
2004.comp.2006,2004.comp.600790,3
2004.comp.2017,2004.comp.600776,1
2004.comp.2036,2004.comp.600177,1
2004.comp.28,2004.comp.600511,1
2004.comp.400,2004.comp.723,2
2004.comp.401,2004.comp.619,1
2004.comp.403,2004.comp.600614,3
2004.comp.404,2004.comp.921,1
2004.comp.430,2004.comp.600286,1
2004.comp.48,2004.comp.600842,1
2004.comp.521,2004.comp.921,1
2004.comp.530,2004.comp.600346,1
2004.comp.554,2004.comp.600157,1
2004.comp.570,2004.comp.600166,2
2004.comp.58,2004.comp.7,2
2004.comp.591,2004.comp.600129,29
2004.comp.591,2004.comp.600666,2
2004.comp.592,2004.comp.600767,1
2004.comp.598,2004.comp.838,1
2004.comp.600006,2004.comp.600081,2
2004.comp.600011,2004.comp.534,1
2004.comp.600019,2004.comp.600845,11
2004.comp.600026,2004.comp.600896,2
2004.comp.600028,2004.comp.520,7
2004.comp.600028,2004.comp.554,1
2004.comp.600028,2004.comp.600688,3
2004.comp.600028,2004.comp.609,4
2004.comp.600028,2004.comp.637,3
2004.comp.600028,2004.comp.668,1
2004.comp.600028,2004.comp.783,2
2004.comp.600028,2004.comp.866,5
2004.comp.600028,2004.comp.956,10
2004.comp.600081,2004.comp.600006,2
2004.comp.600086,2004.comp.600275,1
2004.comp.600089,2004.comp.600888,1
2004.comp.600097,2004.comp.607,1
2004.comp.600100,2004.comp.600590,3
2004.comp.600100,2004.comp.990,1
2004.comp.600102,2004.comp.600784,8
2004.comp.600129,2004.comp.591,11
2004.comp.600129,2004.comp.600666,9
2004.comp.600149,2004.comp.600106,1
2004.comp.600150,2004.comp.600685,1
2004.comp.600153,2004.comp.600870,6
2004.comp.600155,2004.comp.923,1
2004.comp.600176,2004.comp.786,1
2004.comp.600177,2004.comp.2036,1
2004.comp.600178,2004.comp.600372,1
2004.comp.600178,2004.comp.600760,1
2004.comp.600198,2004.comp.851,7
2004.comp.600218,2004.comp.600166,2
2004.comp.600272,2004.comp.779,2
2004.comp.600285,2004.comp.600196,2
2004.comp.600303,2004.comp.600166,1
2004.comp.600340,2004.comp.967,2
2004.comp.600346,2004.comp.530,2
2004.comp.600372,2004.comp.600178,1
2004.comp.600373,2004.comp.600362,40
2004.comp.600380,2004.comp.513,2
2004.comp.600383,2004.comp.600622,1
2004.comp.600418,2004.comp.868,1
2004.comp.600422,2004.comp.607,1
2004.comp.600432,2004.comp.661,1
2004.comp.600460,2004.comp.600584,1
2004.comp.600478,2004.comp.428,1
2004.comp.600496,2004.comp.2006,1
2004.comp.600505,2004.comp.688,15
2004.comp.600511,2004.comp.600513,1
2004.comp.600513,2004.comp.600511,1
2004.comp.600584,2004.comp.600460,1
2004.comp.600590,2004.comp.600100,5
2004.comp.600606,2004.comp.600675,1
2004.comp.600609,2004.comp.600653,1
2004.comp.600611,2004.comp.600635,1
2004.comp.600618,2004.comp.600636,2
2004.comp.600628,2004.comp.600833,1
2004.comp.600631,2004.comp.600825,1
2004.comp.600635,2004.comp.600611,1
2004.comp.600636,2004.comp.600618,1
2004.comp.600637,2004.comp.600602,1
2004.comp.600642,2004.comp.600021,4
2004.comp.600654,2004.comp.600624,2
2004.comp.600654,2004.comp.600637,1
2004.comp.600654,2004.comp.600651,1
2004.comp.600657,2004.comp.150,2
2004.comp.600659,2004.comp.592,3
2004.comp.600664,2004.comp.600829,1
2004.comp.600666,2004.comp.591,3
2004.comp.600666,2004.comp.600129,3
2004.comp.600674,2004.comp.569,2
2004.comp.600680,2004.comp.600776,1
2004.comp.600685,2004.comp.600150,1
2004.comp.600713,2004.comp.919,2
2004.comp.600737,2004.comp.877,15
2004.comp.600742,2004.comp.800,2
2004.comp.600745,2004.comp.600092,1
2004.comp.600754,2004.comp.900929,1
2004.comp.600776,2004.comp.2017,1
2004.comp.600781,2004.comp.600555,1
2004.comp.600784,2004.comp.600102,2
2004.comp.600828,2004.comp.600466,1
2004.comp.600842,2004.comp.48,2
2004.comp.600845,2004.comp.600019,3
2004.comp.600848,2004.comp.600637,5
2004.comp.600870,2004.comp.600153,12
2004.comp.600888,2004.comp.600089,2
2004.comp.618,2004.comp.600546,1
2004.comp.619,2004.comp.600585,2
2004.comp.629,2004.comp.569,1
2004.comp.68,2004.comp.58,1
2004.comp.68,2004.comp.7,2
2004.comp.683,2004.comp.600328,1
2004.comp.688,2004.comp.600505,11
2004.comp.695,2004.comp.897,3
2004.comp.720,2004.comp.600089,1
2004.comp.723,2004.comp.400,1
2004.comp.728,2004.comp.786,1
2004.comp.739,2004.comp.600190,1
2004.comp.786,2004.comp.600176,1
2004.comp.800,2004.comp.600742,3
2004.comp.851,2004.comp.600198,1
2004.comp.866,2004.comp.600871,1
2004.comp.868,2004.comp.600418,2
2004.comp.877,2004.comp.600737,2
2004.comp.897,2004.comp.695,2
2004.comp.897,2004.comp.900957,2
2004.comp.9,2004.comp.600993,1
2004.comp.900,2004.comp.600369,1
2004.comp.906,2004.comp.932,5
2004.comp.919,2004.comp.600713,2
2004.comp.921,2004.comp.404,3
2004.comp.932,2004.comp.906,2
2004.comp.955,2004.comp.600515,1
2004.comp.961,2004.comp.600399,2
2004.comp.963,2004.comp.626,1
2004.comp.967,2004.comp.600340,1
2004.comp.977,2004.comp.600756,3
2004.comp.990,2004.comp.600100,1
2004.comp.999,2004.comp.600614,1
2005.comp.11,2005.comp.42,1
2005.comp.14,2005.comp.42,1
2005.comp.156,2005.comp.430,3
2005.comp.156,2005.comp.600286,7
2005.comp.156,2005.comp.918,1
2005.comp.17,2005.comp.30,1
2005.comp.18,2005.comp.36,1
2005.comp.19,2005.comp.61,1
2005.comp.200053,2005.comp.22,1
2005.comp.200468,2005.comp.600680,1
2005.comp.2006,2005.comp.600496,6
2005.comp.2006,2005.comp.600790,6
2005.comp.2017,2005.comp.600776,1
2005.comp.2036,2005.comp.600177,2
2005.comp.22,2005.comp.200053,1
2005.comp.26,2005.comp.43,1
2005.comp.28,2005.comp.600511,1
2005.comp.400,2005.comp.723,2
2005.comp.403,2005.comp.600614,6
2005.comp.403,2005.comp.999,7
2005.comp.404,2005.comp.921,1
2005.comp.48,2005.comp.600842,1
2005.comp.509,2005.comp.586,1
2005.comp.521,2005.comp.921,2
2005.comp.530,2005.comp.600346,1
2005.comp.570,2005.comp.600166,1
2005.comp.591,2005.comp.600129,15
2005.comp.591,2005.comp.600666,5
2005.comp.598,2005.comp.600299,1
2005.comp.598,2005.comp.838,1
2005.comp.600002,2005.comp.783,1
2005.comp.600006,2005.comp.600081,3
2005.comp.600011,2005.comp.534,1
2005.comp.600018,2005.comp.2040,1
2005.comp.600019,2005.comp.600845,7
2005.comp.600026,2005.comp.600896,1
2005.comp.600028,2005.comp.520,7
2005.comp.600028,2005.comp.554,1
2005.comp.600028,2005.comp.600002,4
2005.comp.600028,2005.comp.600688,1
2005.comp.600028,2005.comp.609,4
2005.comp.600028,2005.comp.637,7
2005.comp.600028,2005.comp.668,1
2005.comp.600028,2005.comp.783,2
2005.comp.600028,2005.comp.819,5
2005.comp.600028,2005.comp.866,4
2005.comp.600028,2005.comp.956,4
2005.comp.600060,2005.comp.921,1
2005.comp.600081,2005.comp.600006,2
2005.comp.600089,2005.comp.600888,3
2005.comp.600097,2005.comp.607,3
2005.comp.600100,2005.comp.600590,1
2005.comp.600100,2005.comp.938,1
2005.comp.600100,2005.comp.990,1
2005.comp.600102,2005.comp.600784,7
2005.comp.600112,2005.comp.806,1
2005.comp.600129,2005.comp.591,9
2005.comp.600129,2005.comp.600666,10
2005.comp.600130,2005.comp.2017,1
2005.comp.600150,2005.comp.600685,1
2005.comp.600153,2005.comp.600870,6
2005.comp.600155,2005.comp.923,1
2005.comp.600177,2005.comp.2036,1
2005.comp.600178,2005.comp.600372,1
2005.comp.600178,2005.comp.600760,1
2005.comp.600195,2005.comp.798,1
2005.comp.600198,2005.comp.851,2
2005.comp.600203,2005.comp.600734,1
2005.comp.600218,2005.comp.600166,2
2005.comp.600272,2005.comp.779,1
2005.comp.600285,2005.comp.600196,2
2005.comp.600286,2005.comp.918,1
2005.comp.600303,2005.comp.600166,1
2005.comp.600320,2005.comp.600263,1
2005.comp.600340,2005.comp.967,3
2005.comp.600372,2005.comp.600178,1
2005.comp.600373,2005.comp.600362,5
2005.comp.600380,2005.comp.513,1
2005.comp.600399,2005.comp.961,2
2005.comp.600418,2005.comp.868,1
2005.comp.600422,2005.comp.607,3
2005.comp.600425,2005.comp.600359,1
2005.comp.600460,2005.comp.600584,2
2005.comp.600481,2005.comp.584,2
2005.comp.600496,2005.comp.2006,1
2005.comp.600505,2005.comp.688,5
2005.comp.600511,2005.comp.28,1
2005.comp.600513,2005.comp.600511,1
2005.comp.600584,2005.comp.600460,1
2005.comp.600590,2005.comp.600100,24
2005.comp.600604,2005.comp.600848,1
2005.comp.600606,2005.comp.600675,2
2005.comp.600609,2005.comp.600653,1
2005.comp.600611,2005.comp.600635,2
2005.comp.600618,2005.comp.600636,2
2005.comp.600628,2005.comp.600833,1
2005.comp.600631,2005.comp.600825,2
2005.comp.600635,2005.comp.600611,1
2005.comp.600636,2005.comp.600618,1
2005.comp.600637,2005.comp.600602,1
2005.comp.600651,2005.comp.600654,1
2005.comp.600654,2005.comp.600637,7
2005.comp.600654,2005.comp.600651,2
2005.comp.600656,2005.comp.600572,1
2005.comp.600657,2005.comp.150,3
2005.comp.600664,2005.comp.600829,3
2005.comp.600666,2005.comp.591,4
2005.comp.600666,2005.comp.600129,17
2005.comp.600680,2005.comp.200468,1
2005.comp.600685,2005.comp.600150,1
2005.comp.600713,2005.comp.919,2
2005.comp.600722,2005.comp.923,1
2005.comp.600737,2005.comp.877,3
2005.comp.600742,2005.comp.800,3
2005.comp.600773,2005.comp.35,1
2005.comp.600776,2005.comp.2017,1
2005.comp.600778,2005.comp.600545,1
2005.comp.600784,2005.comp.600102,3
2005.comp.600790,2005.comp.600496,2
2005.comp.600842,2005.comp.48,6
2005.comp.600843,2005.comp.600757,1
2005.comp.600845,2005.comp.600019,2
2005.comp.600849,2005.comp.48,1
2005.comp.600870,2005.comp.600153,9
2005.comp.600888,2005.comp.600089,2
2005.comp.600976,2005.comp.607,1
2005.comp.61,2005.comp.19,1
2005.comp.619,2005.comp.600585,1
2005.comp.625,2005.comp.200054,1
2005.comp.629,2005.comp.569,1
2005.comp.68,2005.comp.58,1
2005.comp.688,2005.comp.600505,6
2005.comp.7,2005.comp.68,1
2005.comp.720,2005.comp.600089,2
2005.comp.723,2005.comp.400,1
2005.comp.728,2005.comp.786,1
2005.comp.786,2005.comp.600176,1
2005.comp.798,2005.comp.600195,1
2005.comp.807,2005.comp.600497,1
2005.comp.838,2005.comp.600299,1
2005.comp.851,2005.comp.600198,3
2005.comp.866,2005.comp.600871,1
2005.comp.868,2005.comp.600418,3
2005.comp.882,2005.comp.600361,1
2005.comp.892,2005.comp.688,5
2005.comp.9,2005.comp.600993,2
2005.comp.906,2005.comp.932,4
2005.comp.919,2005.comp.600713,2
2005.comp.921,2005.comp.404,3
2005.comp.932,2005.comp.906,3
2005.comp.939,2005.comp.600133,2
2005.comp.952,2005.comp.735,1
2005.comp.955,2005.comp.600515,1
2005.comp.961,2005.comp.600399,3
2005.comp.963,2005.comp.626,1
2005.comp.967,2005.comp.600340,2
2005.comp.977,2005.comp.600756,3
2005.comp.990,2005.comp.600100,1
2006.comp.11,2006.comp.42,1
2006.comp.14,2006.comp.42,1
2006.comp.150,2006.comp.600657,1
2006.comp.16,2006.comp.2055,2
2006.comp.18,2006.comp.36,1
2006.comp.200053,2006.comp.22,1
2006.comp.200152,2006.comp.601111,12
2006.comp.200468,2006.comp.600680,2
2006.comp.2006,2006.comp.600496,6
2006.comp.2006,2006.comp.600790,1
2006.comp.2036,2006.comp.600177,1
2006.comp.2051,2006.comp.923,1
2006.comp.2053,2006.comp.600096,3
2006.comp.2053,2006.comp.600792,1
2006.comp.2056,2006.comp.739,1
2006.comp.2067,2006.comp.600555,1
2006.comp.2080,2006.comp.600970,2
2006.comp.22,2006.comp.200053,1
2006.comp.26,2006.comp.43,1
2006.comp.28,2006.comp.600511,1
2006.comp.400,2006.comp.723,2
2006.comp.403,2006.comp.600614,6
2006.comp.403,2006.comp.999,7
2006.comp.404,2006.comp.921,2
2006.comp.521,2006.comp.600839,2
2006.comp.521,2006.comp.921,1
2006.comp.522,2006.comp.600332,6
2006.comp.550,2006.comp.625,2
2006.comp.570,2006.comp.600166,1
2006.comp.591,2006.comp.600129,1
2006.comp.591,2006.comp.600666,6
2006.comp.598,2006.comp.600299,1
2006.comp.598,2006.comp.838,1
2006.comp.600006,2006.comp.600081,3
2006.comp.600011,2006.comp.534,1
2006.comp.600019,2006.comp.600845,3
2006.comp.600026,2006.comp.600896,1
2006.comp.600028,2006.comp.520,11
2006.comp.600028,2006.comp.554,1
2006.comp.600028,2006.comp.600688,1
2006.comp.600028,2006.comp.637,6
2006.comp.600028,2006.comp.668,1
2006.comp.600028,2006.comp.728,1
2006.comp.600028,2006.comp.731,1
2006.comp.600028,2006.comp.783,2
2006.comp.600028,2006.comp.819,3
2006.comp.600057,2006.comp.66,1
2006.comp.600060,2006.comp.404,3
2006.comp.600060,2006.comp.921,1
2006.comp.600064,2006.comp.600533,5
2006.comp.600073,2006.comp.600616,2
2006.comp.600076,2006.comp.600657,1
2006.comp.600081,2006.comp.600006,2
2006.comp.600089,2006.comp.600888,2
2006.comp.600091,2006.comp.600291,1
2006.comp.600096,2006.comp.2053,1
2006.comp.600097,2006.comp.607,4
2006.comp.600100,2006.comp.600590,1
2006.comp.600100,2006.comp.938,1
2006.comp.600100,2006.comp.990,1
2006.comp.600102,2006.comp.600784,4
2006.comp.600112,2006.comp.806,3
2006.comp.600129,2006.comp.591,11
2006.comp.600129,2006.comp.600666,8
2006.comp.600130,2006.comp.2017,1
2006.comp.600133,2006.comp.939,3
2006.comp.600150,2006.comp.600685,1
2006.comp.600153,2006.comp.600870,5
2006.comp.600166,2006.comp.600303,1
2006.comp.600177,2006.comp.2036,1
2006.comp.600178,2006.comp.600372,2
2006.comp.600188,2006.comp.600017,1
2006.comp.600195,2006.comp.798,1
2006.comp.600205,2006.comp.600472,1
2006.comp.600205,2006.comp.612,1
2006.comp.600205,2006.comp.729,1
2006.comp.600218,2006.comp.600166,2
2006.comp.600272,2006.comp.779,1
2006.comp.600285,2006.comp.600196,2
2006.comp.600299,2006.comp.598,1
2006.comp.600301,2006.comp.911,1
2006.comp.600303,2006.comp.600166,1
2006.comp.600340,2006.comp.967,2
2006.comp.600357,2006.comp.709,1
2006.comp.600361,2006.comp.882,1
2006.comp.600372,2006.comp.600178,2
2006.comp.600373,2006.comp.600362,2
2006.comp.600380,2006.comp.513,1
2006.comp.600399,2006.comp.961,2
2006.comp.600418,2006.comp.868,1
2006.comp.600422,2006.comp.607,3
2006.comp.600444,2006.comp.859,1
2006.comp.600460,2006.comp.600584,3
2006.comp.600472,2006.comp.600205,3
2006.comp.600481,2006.comp.584,1
2006.comp.600505,2006.comp.688,1
2006.comp.600511,2006.comp.28,2
2006.comp.600555,2006.comp.2067,6
2006.comp.600565,2006.comp.816,3
2006.comp.600572,2006.comp.600656,1
2006.comp.600573,2006.comp.729,4
2006.comp.600584,2006.comp.600460,1
2006.comp.600585,2006.comp.619,1
2006.comp.600590,2006.comp.600100,35
2006.comp.600596,2006.comp.2010,1
2006.comp.600597,2006.comp.600616,1
2006.comp.600602,2006.comp.600637,1
2006.comp.600604,2006.comp.600848,1
2006.comp.600606,2006.comp.600675,1
2006.comp.600611,2006.comp.600635,2
2006.comp.600618,2006.comp.600636,2
2006.comp.600631,2006.comp.600825,2
2006.comp.600635,2006.comp.600611,2
2006.comp.600636,2006.comp.600618,1
2006.comp.600637,2006.comp.600602,1
2006.comp.600638,2006.comp.793,1
2006.comp.600642,2006.comp.600021,3
2006.comp.600651,2006.comp.600654,1
2006.comp.600653,2006.comp.600609,1
2006.comp.600654,2006.comp.600624,4
2006.comp.600654,2006.comp.600651,3
2006.comp.600656,2006.comp.600844,1
2006.comp.600657,2006.comp.150,6
2006.comp.600657,2006.comp.600076,2
2006.comp.600664,2006.comp.600829,2
2006.comp.600666,2006.comp.591,3
2006.comp.600666,2006.comp.600129,1
2006.comp.600685,2006.comp.600150,1
2006.comp.600713,2006.comp.919,2
2006.comp.600722,2006.comp.600299,1
2006.comp.600742,2006.comp.800,3
2006.comp.600756,2006.comp.977,3
2006.comp.600773,2006.comp.35,1
2006.comp.600776,2006.comp.2017,2
2006.comp.600784,2006.comp.600102,3
2006.comp.600790,2006.comp.600496,1
2006.comp.600792,2006.comp.600096,1
2006.comp.600795,2006.comp.2063,1
2006.comp.600837,2006.comp.600823,1
2006.comp.600838,2006.comp.600757,1
2006.comp.600839,2006.comp.2055,4
2006.comp.600839,2006.comp.521,5
2006.comp.600839,2006.comp.688,1
2006.comp.600842,2006.comp.48,3
2006.comp.600843,2006.comp.600757,2
2006.comp.600845,2006.comp.600019,2
2006.comp.600849,2006.comp.600656,1
2006.comp.600849,2006.comp.600842,1
2006.comp.600870,2006.comp.600153,6
2006.comp.600877,2006.comp.600698,1
2006.comp.600884,2006.comp.600110,1
2006.comp.600888,2006.comp.600089,2
2006.comp.600976,2006.comp.607,1
2006.comp.601111,2006.comp.200152,3
2006.comp.601991,2006.comp.600744,1
2006.comp.607,2006.comp.600976,2
2006.comp.61,2006.comp.19,3
2006.comp.619,2006.comp.600585,1
2006.comp.625,2006.comp.200054,1
2006.comp.66,2006.comp.748,1
2006.comp.666,2006.comp.902,2
2006.comp.68,2006.comp.58,1
2006.comp.688,2006.comp.600505,3
2006.comp.698,2006.comp.600299,1
2006.comp.7,2006.comp.68,1
2006.comp.720,2006.comp.600089,2
2006.comp.723,2006.comp.400,1
2006.comp.728,2006.comp.786,1
2006.comp.729,2006.comp.600573,3
2006.comp.800,2006.comp.600742,2
2006.comp.807,2006.comp.600497,1
2006.comp.816,2006.comp.600565,2
2006.comp.838,2006.comp.598,1
2006.comp.838,2006.comp.600299,1
2006.comp.851,2006.comp.600198,2
2006.comp.868,2006.comp.600418,3
2006.comp.877,2006.comp.600970,1
2006.comp.882,2006.comp.600361,1
2006.comp.900,2006.comp.917,1
2006.comp.900953,2006.comp.600094,1
2006.comp.906,2006.comp.932,2
2006.comp.919,2006.comp.600713,2
2006.comp.921,2006.comp.404,4
2006.comp.923,2006.comp.2051,1
2006.comp.932,2006.comp.906,1
2006.comp.939,2006.comp.600133,1
2006.comp.952,2006.comp.735,2
2006.comp.961,2006.comp.600399,2
2006.comp.967,2006.comp.600340,2
2006.comp.977,2006.comp.600756,5
2006.comp.989,2006.comp.600479,4
2006.comp.990,2006.comp.600100,1
2007.comp.156,2007.comp.430,3
2007.comp.16,2007.comp.2055,2
2007.comp.16,2007.comp.69,1
2007.comp.18,2007.comp.36,1
2007.comp.19,2007.comp.61,1
2007.comp.200053,2007.comp.22,1
2007.comp.200152,2007.comp.601111,11
2007.comp.200468,2007.comp.600680,2
2007.comp.2006,2007.comp.600496,13
2007.comp.2006,2007.comp.600790,1
2007.comp.2010,2007.comp.600596,1
2007.comp.2011,2007.comp.619,1
2007.comp.2036,2007.comp.600177,2
2007.comp.2051,2007.comp.923,1
2007.comp.2053,2007.comp.600096,4
2007.comp.2053,2007.comp.600792,2
2007.comp.2056,2007.comp.739,1
2007.comp.2067,2007.comp.600555,1
2007.comp.2080,2007.comp.600970,1
2007.comp.2092,2007.comp.600299,1
2007.comp.2110,2007.comp.600755,1
2007.comp.22,2007.comp.200053,1
2007.comp.26,2007.comp.43,1
2007.comp.28,2007.comp.600511,1
2007.comp.30,2007.comp.17,1
2007.comp.338,2007.comp.880,2
2007.comp.400,2007.comp.723,1
2007.comp.404,2007.comp.521,1
2007.comp.404,2007.comp.600839,1
2007.comp.404,2007.comp.921,2
2007.comp.410,2007.comp.633,1
2007.comp.522,2007.comp.600332,6
2007.comp.528,2007.comp.338,1
2007.comp.553,2007.comp.600299,1
2007.comp.553,2007.comp.953,1
2007.comp.564,2007.comp.796,1
2007.comp.570,2007.comp.600166,1
2007.comp.591,2007.comp.600129,14
2007.comp.591,2007.comp.600666,1
2007.comp.598,2007.comp.600299,2
2007.comp.600006,2007.comp.600081,3
2007.comp.600019,2007.comp.600845,3
2007.comp.600026,2007.comp.600896,1
2007.comp.600026,2007.comp.601866,1
2007.comp.600028,2007.comp.554,1
2007.comp.600028,2007.comp.600688,1
2007.comp.600028,2007.comp.637,6
2007.comp.600028,2007.comp.668,1
2007.comp.600028,2007.comp.731,1
2007.comp.600028,2007.comp.819,3
2007.comp.600057,2007.comp.66,1
2007.comp.600072,2007.comp.600150,2
2007.comp.600073,2007.comp.600616,2
2007.comp.600081,2007.comp.600006,2
2007.comp.600089,2007.comp.600888,4
2007.comp.600091,2007.comp.600291,1
2007.comp.600096,2007.comp.2053,1
2007.comp.600097,2007.comp.607,3
2007.comp.600100,2007.comp.600590,3
2007.comp.600100,2007.comp.990,1
2007.comp.600102,2007.comp.600784,4
2007.comp.600103,2007.comp.600163,5
2007.comp.600111,2007.comp.600010,2
2007.comp.600112,2007.comp.806,5
2007.comp.600129,2007.comp.591,8
2007.comp.600130,2007.comp.2017,1
2007.comp.600133,2007.comp.939,8
2007.comp.600153,2007.comp.600870,5
2007.comp.600166,2007.comp.600303,1
2007.comp.600177,2007.comp.2036,1
2007.comp.600178,2007.comp.600372,1
2007.comp.600188,2007.comp.600017,1
2007.comp.600195,2007.comp.798,1
2007.comp.600196,2007.comp.600655,1
2007.comp.600218,2007.comp.600166,1
2007.comp.600221,2007.comp.564,1
